系统邮件主键	有效标志位	系统署名（不能超过20个汉字）	邮件标题（不能超过20个汉字）	邮件内容(通配符最多支持7个)换行：<Enter>（不能超过1000个汉字）	附加金钱	附加铜币	附加贡献	附加元宝	附加绑定元宝	附加师德	附加其他货币	附加其他货币	附加道具ID类型（绑定与否）	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量 
2154	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>仙鹤</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>仙鶴</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2155	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>天山雪雕</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>天山雪雕</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2156	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>灵宝葫芦</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>靈寶葫蘆</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2157	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>永恒烟火</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>永恆煙火</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2158	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>玄铁剑</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>玄鐵劍</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2159	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>龙渊帝剑</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>龍淵帝劍</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2160	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>烈焰龙兽</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>烈焰龍獸</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2161	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>炽羽天凤</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>熾羽天鳳</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2162	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>上古棘龙</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>上古棘龍</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2163	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>小鸽鸽</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>小鴿鴿</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2164	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>千纸鹤</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>千紙鶴</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2165	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>摇风纨扇</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>搖風紈扇</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2166	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>暖冬卷</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>暖冬卷</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2167	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>君雪</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>君雪</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2168	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>雪夜虹影</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>雪夜虹影</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2169	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>画卷</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>畫卷</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2170	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>风车</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>風車</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2171	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>吉祥如意</color>外观还有<color=#7e00ff>30</color>分钟就要过期了。您可以在<color=#7e00ff>外观商店</color>内购买以获得该外观的<color=#7e00ff>永久版</color>，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>吉祥如意</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了。您可以在<color=#7e00ff>外觀商店</color>內購買以獲得該外觀的<color=#7e00ff>永久版</color>，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2172	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>雪霁晴蓝·凝月</color>外观还有<color=#7e00ff>30</color>分钟就要过期了，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>雪霽晴藍·凝月</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2173	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>一生一世</color>外观还有<color=#7e00ff>30</color>分钟就要过期了，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>一生一世</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2174	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>蝶恋花鼓</color>外观还有<color=#7e00ff>30</color>分钟就要过期了，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>蝶戀花鼓</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2175	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>神笔之魂</color>外观还有<color=#7e00ff>30</color>分钟就要过期了，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>神筆之魂</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2176	1	"|C|系统|T|長生訣"	"|C|外观提醒|T|外觀提醒"	"|C|感谢少侠对时装的支持。温馨提醒，您的<color=#7e00ff>风荷举</color>外观还有<color=#7e00ff>30</color>分钟就要过期了，提升尊享等级至<color=#7e00ff>尊享3级</color>还可获得<color=#7e00ff>雪霁晴岚</color>永久版。|T|感謝少俠對時裝的支持。溫馨提醒，您的<color=#7e00ff>風荷舉</color>外觀還有<color=#7e00ff>30</color>分鐘就要過期了，提升尊享等級至<color=#7e00ff>尊享3級</color>還可獲得<color=#7e00ff>雪霽晴嵐</color>永久版。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
