掉落ID	有效标志位	副ID（超过300的部分将会无效，请注意）	副ID随机几率，-1为必定随出来	掉落类型	随机规则	地图掉落限制周期	地图掉落限制次数	掉落时间限制	分配角色限制	分配等级下限	分配等级上限	次数限制	状态限制	世界科技系数（对应world_civ_mod表)	掉落广播类型（位域,0不广播,1掉落拾取,2开宝箱,4制造广播,2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	掉落次数下限	掉落次数上限	单人分配最大数量	掉落几率	掉落保底	是否绑定	品质系数	参数1（固定掉落时，道具为type_id，货币为货币枚举；随机掉落时，为表现类型1的performance_id）	参数2（固定掉落时，道具为随机几率，货币为货币数量；随机掉落时，为表现类型1的随机概率）	参数3（随机掉落时，为表现类型2的performance_id）	参数4（随机掉落时，为表现类型2的随机概率）	参数5（随机掉落时，为表现类型3的performance_id）	参数6（随机掉落时，为表现类型3的随机概率）	参数7（随机掉落时，为表现类型4的performance_id）	参数8（随机掉落时，为表现类型4的随机概率）	参数9（随机掉落时，为表现类型5的performance_id）	参数10（随机掉落时，为表现类型5的随机概率）	参数11（随机掉落时，为等级区间下限）	参数12（随机掉落时，为等级区间上限）	参数13（随机掉落时，为流水区间下限）	参数14（随机掉落时，为流水区间上限）	参数15	参数16	参数17	参数18	参数19	参数20	参数21	参数22	参数23	参数24 
60241	1	64	-1	0	0	0	0	0	0	2101	3120	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	65	-1	0	0	0	0	0	0	2106	3125	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150250	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	66	-1	0	0	0	0	0	0	2103	3122	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150350	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	67	-1	0	0	0	0	0	0	3120	4139	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150060	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	68	-1	0	0	0	0	0	0	3121	4140	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	69	-1	0	0	0	0	0	0	3126	4145	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150260	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	70	-1	0	0	0	0	0	0	3123	4142	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150360	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	71	-1	0	0	0	0	0	0	4140	5159	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150070	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	72	-1	0	0	0	0	0	0	4141	5160	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	73	-1	0	0	0	0	0	0	4146	5165	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150270	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	74	-1	0	0	0	0	0	0	4143	5162	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150370	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	75	-1	0	0	0	0	0	0	5160	6179	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150080	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	76	-1	0	0	0	0	0	0	5161	6185	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	77	-1	0	0	0	0	0	0	5166	6195	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150280	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	78	-1	0	0	0	0	0	0	5163	6192	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150380	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	79	-1	0	0	0	0	0	0	6180	7200	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150090	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	80	-1	0	0	0	0	0	0	6181	7200	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	81	-1	0	0	0	0	0	0	6186	7200	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150290	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	82	-1	0	0	0	0	0	0	6183	7200	0	90003205	0	0	10000	10000	10000	108	66	0	0	300150390	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	83	-1	0	0	0	0	0	0	60	1080	0	90003205	0	0	10000	10000	10000	5000	2	0	0	420200200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	84	-1	0	0	0	0	0	0	1081	3120	0	90003205	0	0	10000	10000	10000	5000	2	0	0	420200300	6000	420200200	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	85	-1	0	0	0	0	0	0	3121	5160	0	90003205	0	0	10000	10000	10000	5000	2	0	0	420200400	6000	420200200	1000	420200300	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	86	-1	0	0	0	0	0	0	5161	7200	0	90003205	0	0	10000	10000	10000	5000	2	0	0	420200500	6000	420200200	500	420200300	1000	420200400	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	87	-1	0	0	0	0	0	0	60	60	0	90003205	0	0	10000	10000	10000	8000	2	0	0	420400100	2500	420400102	2500	420400105	2500	420400112	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	88	-1	0	0	0	0	0	0	61	1080	0	90003205	0	0	10000	10000	10000	8000	2	0	0	420400100	2500	420400102	2500	420400105	2500	420400112	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	89	-1	0	0	0	0	0	0	1081	2100	0	90003205	0	0	10000	10000	10000	8000	2	0	0	420400200	850	420400203	850	420400205	850	420400208	450	420400100	1750	420400102	1750	420400105	1750	420400112	1750	0	0	0	0	0	0	0	0
60241	1	90	-1	0	0	0	0	0	0	2101	3120	0	90003205	0	0	10000	10000	10000	8000	2	0	0	420400202	850	420400206	450	420400211	850	420400212	850	420400200	1750	420400203	1750	420400205	1750	420400208	1750	0	0	0	0	0	0	0	0
60241	1	91	-1	0	0	0	0	0	0	3121	4140	0	90003205	0	0	10000	10000	10000	8000	2	0	0	420400300	500	420400301	500	420400302	500	420400303	500	420400305	500	420400307	500	420400202	1750	420400206	1750	420400211	1750	420400212	1750	0	0	0	0
60241	1	92	-1	0	0	0	0	0	0	4141	5160	0	90003205	0	0	10000	10000	10000	8000	2	0	0	420400306	700	420400308	300	420400309	300	420400310	300	420400311	700	420400312	700	420400300	1166	420400301	1166	420400302	1167	420400303	1167	420400305	1167	420400307	1167
60241	1	93	-1	0	0	0	0	0	0	5161	6180	0	90003205	0	0	10000	10000	10000	8000	2	0	0	420400400	500	420400401	500	420400402	500	420400403	500	420400405	500	420400407	500	420400306	1166	420400308	1166	420400309	1166	420400310	1166	420400311	1166	420400312	1166
60241	1	94	-1	0	0	0	0	0	0	6181	7200	0	90003205	0	0	10000	10000	10000	8000	2	0	0	420400406	500	420400408	500	420400409	500	420400410	500	420400411	500	420400412	500	420400400	1166	420400401	1166	420400402	1166	420400403	1166	420400405	1166	420400407	1166
60241	1	95	-1	0	1	0	0	0	0	1	2100	0	90003205	0	0	10000	10000	10000	180	40	0	0	4107	10000	0	0	0	0	0	0	20001	20011	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	96	-1	0	1	0	0	0	0	2101	5160	0	90003205	0	0	10000	10000	10000	90	79	0	0	4107	10000	0	0	0	0	0	0	30001	30011	3000	20001	20011	7000	0	0	0	0	0	0	0	0	0	0
60241	1	97	-1	0	1	0	0	0	0	5161	7200	0	90003205	0	0	10000	10000	10000	90	79	0	0	4107	10000	0	0	0	0	0	0	40001	40011	2000	30001	30011	3000	20001	20011	5000	0	0	0	0	0	0	0
60241	1	98	-1	0	0	0	0	0	0	1	2100	0	90003205	0	0	10000	10000	10000	680	10	0	0	410300000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	99	-1	0	0	0	0	0	0	2101	5160	0	90003205	0	0	10000	10000	10000	340	21	0	0	410300001	3000	410300000	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	100	-1	0	0	0	0	0	0	5161	7200	0	90003205	0	0	10000	10000	10000	340	21	0	0	410300002	5000	410300001	3000	410300000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	101	-1	0	0	0	0	0	0	1	60	0	90003205	0	0	10000	10000	10000	8376	1	10000	0	402500001	5000	402510001	2500	321700104	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	102	-1	0	0	0	0	0	0	61	1080	0	90003205	0	0	10000	10000	10000	6282	1	10000	0	402500002	5000	402510002	2500	321700104	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	103	-1	0	0	0	0	0	0	1081	2100	0	90003205	0	0	10000	10000	10000	4188	2	10000	0	402500003	5000	402510003	2500	321700104	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	104	-1	0	0	0	0	0	0	2101	3120	0	90003205	0	0	10000	10000	10000	4188	2	10000	0	402500004	5000	402510004	2500	321700104	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	105	-1	0	0	0	0	0	0	3121	4140	0	90003205	0	0	10000	10000	10000	4188	2	10000	0	402500005	5000	402510005	2500	321700104	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	106	-1	0	0	0	0	0	0	4141	5160	0	90003205	0	0	10000	10000	10000	4188	2	10000	0	402500006	5000	402510006	2500	321700104	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	107	-1	0	0	0	0	0	0	5161	6180	0	90003205	0	0	10000	10000	10000	4188	2	10000	0	402500007	5000	402510007	2500	321700104	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	108	-1	0	0	0	0	0	0	6181	7200	0	90003205	0	0	10000	10000	10000	4188	2	10000	0	402500008	5000	402510008	2500	321700104	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	109	-1	4	0	0	0	0	0	1	7200	0	90003206	1200001	0	50000	50000	10000	10000	0	10000	0	200	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	110	-1	4	0	0	0	0	0	1	7200	0	90003206	1203001	0	50000	50000	10000	10000	0	10000	0	203	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	111	-1	0	0	0	0	2052500	0	1	7200	0	90003206	0	0	10000	10000	10000	1818	0	0	0	310251625	5000	310251626	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	112	-1	0	0	0	0	0	0	1	7200	0	90003206	0	0	10000	10000	10000	370	25	10000	0	321700104	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	113	-1	0	0	0	0	0	0	1	7200	0	90003206	0	0	10000	10000	10000	306	30	10000	0	322100001	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	114	-1	0	0	0	0	0	0	1	7200	0	90003206	0	0	10000	10000	10000	1106	8	10000	0	322100002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	115	-1	0	1	0	0	0	0	1	7200	0	90003206	0	0	10000	10000	10000	370	25	0	0	4221	10000	0	0	0	0	0	0	10100	10103	2667	20100	20103	2666	30100	30103	2000	40100	40103	2667	0	0	0	0
60241	1	116	-1	0	1	0	0	4007000	0	1	9999	0	90003206	0	0	10000	10000	10000	800	25	0	0	4221	10000	0	0	0	0	0	0	10100	10103	2667	20100	20103	2666	30100	30103	2000	40100	40103	2667	0	0	0	0
60241	1	117	-1	0	0	0	0	0	0	10	59	0	90003206	0	0	10000	10000	10000	180	50	0	0	300120020	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	118	-1	0	0	0	0	0	0	20	60	0	90003206	0	0	10000	10000	10000	180	50	0	0	300120120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	119	-1	0	0	0	0	0	0	40	65	0	90003206	0	0	10000	10000	10000	180	50	0	0	300120220	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	120	-1	0	0	0	0	0	0	30	62	0	90003206	0	0	10000	10000	10000	180	50	0	0	300120320	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	121	-1	0	0	0	0	0	0	60	1079	0	90003206	0	0	10000	10000	10000	135	66	0	0	300140030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	122	-1	0	0	0	0	0	0	61	1080	0	90003206	0	0	10000	10000	10000	135	66	0	0	300140130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	123	-1	0	0	0	0	0	0	66	1085	0	90003206	0	0	10000	10000	10000	135	66	0	0	300140230	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	124	-1	0	0	0	0	0	0	63	1082	0	90003206	0	0	10000	10000	10000	135	66	0	0	300140330	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	125	-1	0	0	0	0	0	0	1080	2099	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140040	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	126	-1	0	0	0	0	0	0	1081	2100	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	127	-1	0	0	0	0	0	0	1086	2105	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140240	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	128	-1	0	0	0	0	0	0	1083	2102	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140340	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	129	-1	0	0	0	0	0	0	2100	3119	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140050	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	130	-1	0	0	0	0	0	0	2101	3120	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	131	-1	0	0	0	0	0	0	2106	3125	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140250	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	132	-1	0	0	0	0	0	0	2103	3122	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140350	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	133	-1	0	0	0	0	0	0	3120	4139	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140060	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	134	-1	0	0	0	0	0	0	3121	4140	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	135	-1	0	0	0	0	0	0	3126	4145	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140260	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	136	-1	0	0	0	0	0	0	3123	4142	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140360	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	137	-1	0	0	0	0	0	0	4140	5159	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140070	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	138	-1	0	0	0	0	0	0	4141	5160	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	139	-1	0	0	0	0	0	0	4146	5165	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140270	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	140	-1	0	0	0	0	0	0	4143	5162	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140370	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	141	-1	0	0	0	0	0	0	5160	6179	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140080	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	142	-1	0	0	0	0	0	0	5161	6185	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	143	-1	0	0	0	0	0	0	5166	6195	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140280	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	144	-1	0	0	0	0	0	0	5163	6192	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140380	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	145	-1	0	0	0	0	0	0	6180	7200	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140090	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	146	-1	0	0	0	0	0	0	6181	7200	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	147	-1	0	0	0	0	0	0	6186	7200	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140290	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	148	-1	0	0	0	0	0	0	6183	7200	0	90003206	0	0	10000	10000	10000	90	99	0	0	300140390	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	149	-1	0	0	0	0	0	0	10	59	0	90003206	0	0	10000	10000	10000	108	83	0	0	300130020	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	150	-1	0	0	0	0	0	0	20	60	0	90003206	0	0	10000	10000	10000	108	83	0	0	300130120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	151	-1	0	0	0	0	0	0	40	65	0	90003206	0	0	10000	10000	10000	108	83	0	0	300130220	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	152	-1	0	0	0	0	0	0	30	62	0	90003206	0	0	10000	10000	10000	108	83	0	0	300130320	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	153	-1	0	0	0	0	0	0	60	1079	0	90003206	0	0	10000	10000	10000	81	110	0	0	300150030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	154	-1	0	0	0	0	0	0	61	1080	0	90003206	0	0	10000	10000	10000	81	110	0	0	300150130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	155	-1	0	0	0	0	0	0	66	1085	0	90003206	0	0	10000	10000	10000	81	110	0	0	300150230	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	156	-1	0	0	0	0	0	0	63	1082	0	90003206	0	0	10000	10000	10000	81	110	0	0	300150330	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	157	-1	0	0	0	0	0	0	1080	2099	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150040	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	158	-1	0	0	0	0	0	0	1081	2100	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	159	-1	0	0	0	0	0	0	1086	2105	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150240	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	160	-1	0	0	0	0	0	0	1083	2102	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150340	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	161	-1	0	0	0	0	0	0	2100	3119	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150050	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	162	-1	0	0	0	0	0	0	2101	3120	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	163	-1	0	0	0	0	0	0	2106	3125	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150250	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	164	-1	0	0	0	0	0	0	2103	3122	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150350	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	165	-1	0	0	0	0	0	0	3120	4139	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150060	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	166	-1	0	0	0	0	0	0	3121	4140	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	167	-1	0	0	0	0	0	0	3126	4145	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150260	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	168	-1	0	0	0	0	0	0	3123	4142	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150360	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	169	-1	0	0	0	0	0	0	4140	5159	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150070	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	170	-1	0	0	0	0	0	0	4141	5160	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	171	-1	0	0	0	0	0	0	4146	5165	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150270	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	172	-1	0	0	0	0	0	0	4143	5162	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150370	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	173	-1	0	0	0	0	0	0	5160	6179	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150080	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	174	-1	0	0	0	0	0	0	5161	6185	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	175	-1	0	0	0	0	0	0	5166	6195	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150280	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	176	-1	0	0	0	0	0	0	5163	6192	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150380	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	177	-1	0	0	0	0	0	0	6180	7200	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150090	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	178	-1	0	0	0	0	0	0	6181	7200	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	179	-1	0	0	0	0	0	0	6186	7200	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150290	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	180	-1	0	0	0	0	0	0	6183	7200	0	90003206	0	0	10000	10000	10000	54	165	0	0	300150390	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	181	-1	0	0	0	0	0	0	60	1080	0	90003206	0	0	10000	10000	10000	2500	4	0	0	420200200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	182	-1	0	0	0	0	0	0	1081	3120	0	90003206	0	0	10000	10000	10000	2500	4	0	0	420200300	6000	420200200	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	183	-1	0	0	0	0	0	0	3121	5160	0	90003206	0	0	10000	10000	10000	2500	4	0	0	420200400	6000	420200200	1000	420200300	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	184	-1	0	0	0	0	0	0	5161	7200	0	90003206	0	0	10000	10000	10000	2500	4	0	0	420200500	6000	420200200	500	420200300	1000	420200400	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60241	1	185	-1	0	0	0	0	0	0	60	60	0	90003206	0	0	10000	10000	10000	4000	4	0	0	420400100	2500	420400102	2500	420400105	2500	420400112	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
