灵宠技能ID	技能等级	有效标志位	类型（0天赋、1金、2木、3水、4火、5土、6天（光）、7地（暗），大于1000为兽诀，客户端显示用）	颜色（0白，1绿，2蓝，3紫，4橙）	学习类型（同类型的学习上限共同）	学习上限	升级消耗道具	升级消耗道具数量	技能名字	出战对应技能ID	出战对应技能等级	出战属性池	技能释放几率	技能类型，0自动，1被动，2天赋	针对目标，位域：0无效，1灵宠，2主角	不出战对应属性池ID	灵宠等级要求	111标准剑客-该技能对此职业的修为	121高血-该技能对此职业的修为	131高防-该技能对此职业的修为	141高攻-该技能对此职业的修为	是否奥义	奥义转化技能（普通就填奥义，奥义就填普通）	奥义转化几率	出战技能描述	不战技能描述	技能图标前景	技能图标	是否合体技能 
37210	3	1	0	4	1	1	410300000	16	高级精准	23024	16	0	10000	0	1	93721023	1100	10937	10937	10937	10937	0	0	0	增加自身47%+1799命中，持续5秒，冷却15秒	主角攻击法球：增加自身47%+1799命中，持续5秒，冷却15秒	0	partner01_106	1
31010	4	1	0	2	1	1	410300001	2	低级炎皇火刹	23401	7	0	10000	0	0	93101024	2100	2085	2085	2085	2085	0	0	0	对目标造成182%双攻击+2570点伤害，冷却15秒	主角攻击法球：对目标造成182%双攻击+2570点伤害，冷却15秒	0	partner01_405	1
31020	4	1	0	2	1	1	410300001	2	低级狂击	23005	7	0	10000	0	0	93102024	2100	2085	2085	2085	2085	0	0	0	对目标造成73%双攻击+1028点伤害，冷却6秒	主角攻击法球：对目标造成73%双攻击+1028点伤害，冷却6秒	0	partner01_101	1
31030	4	1	0	2	1	1	410300001	2	低级离火之灼	23502	7	0	10000	0	0	93103024	2100	2085	2085	2085	2085	0	0	0	对目标造成58%双攻击+824点伤害，冷却12秒	主角攻击法球：对目标造成58%双攻击+824点伤害，冷却12秒	0	partner01_402	1
31040	4	1	0	3	1	1	410300001	4	中级炎皇火刹	23401	13	0	10000	0	0	93104024	2100	5610	5610	5610	5610	0	0	0	对目标造成210%双攻击+5074点伤害，冷却15秒	主角攻击法球：对目标造成210%双攻击+5074点伤害，冷却15秒	0	partner01_405	1
31050	4	1	0	3	1	1	410300001	4	中级狂击	23005	13	0	10000	0	0	93105024	2100	5610	5610	5610	5610	0	0	0	对目标造成84%双攻击+2030点伤害，冷却6秒	主角攻击法球：对目标造成84%双攻击+2030点伤害，冷却6秒	0	partner01_101	1
31060	4	1	0	3	1	1	410300001	4	中级离火之灼	23502	13	0	10000	0	0	93106024	2100	5610	5610	5610	5610	0	0	0	对目标造成67%双攻击+1619点伤害，冷却12秒	主角攻击法球：对目标造成67%双攻击+1619点伤害，冷却12秒	0	partner01_402	1
31070	4	1	0	4	1	1	410300001	8	高级炎皇火刹	23401	20	0	10000	0	0	93107024	2100	14350	14350	14350	14350	0	0	0	对目标造成271%双攻击+9656点伤害，冷却15秒	主角攻击法球：对目标造成271%双攻击+9656点伤害，冷却15秒	0	partner01_405	1
31080	4	1	0	4	1	1	410300001	8	高级狂击	23005	20	0	10000	0	0	93108024	2100	14350	14350	14350	14350	0	0	0	对目标造成108%双攻击+3866点伤害，冷却6秒	主角攻击法球：对目标造成108%双攻击+3866点伤害，冷却6秒	0	partner01_101	1
31090	4	1	0	4	1	1	410300001	8	高级离火之灼	23502	20	0	10000	0	0	93109024	2100	14350	14350	14350	14350	0	0	0	对目标造成86%双攻击+3082点伤害，冷却12秒	主角攻击法球：对目标造成86%双攻击+3082点伤害，冷却12秒	0	partner01_402	1
31100	4	1	0	4	1	1	410300001	8	高级天罡雷罚	23602	20	0	10000	0	0	93110024	2100	14350	14350	14350	14350	0	0	0	造成目标最大生命值5%+109378点真实伤害，冷却15秒（对怪物无效）	主角攻击法球：造成目标最大生命值5%+109378点真实伤害，冷却15秒（对怪物无效）	0	partner01_602	1
31110	4	1	0	4	1	1	410300001	8	高级三尸狱蛊	23702	20	0	10000	0	0	93111024	2100	14350	14350	14350	14350	0	0	0	对目标每秒造成26%双攻击+926点伤害，并恢复自身1%+21875点生命，持续5秒，冷却12秒	主角攻击法球：对目标每秒造成26%双攻击+926点伤害，并恢复自身1%+21875点生命，持续5秒，冷却12秒	0	partner01_702	1
32010	4	1	0	2	1	1	410300001	2	低级震地	23006	7	0	10000	0	0	93201024	2100	2085	2085	2085	2085	0	0	0	对范围内多个目标造成109%双攻击+1542点伤害，冷却15秒	主角攻击法球：对目标造成109%双攻击+1542点伤害，冷却15秒	0	partner01_022	1
32020	4	1	0	2	1	1	410300001	2	低级怒浪涛天	23007	7	0	10000	0	0	93202024	2100	2085	2085	2085	2085	0	0	0	对范围内多个目标造成44%双攻击+617点伤害，冷却6秒	主角攻击法球：对目标造成44%双攻击+617点伤害，冷却6秒	0	partner01_023	1
32030	4	1	0	2	1	1	410300001	2	低级业火焚心	23404	7	0	10000	0	0	93203024	2100	2085	2085	2085	2085	0	0	0	对范围内多个目标每秒造成35%双攻击+494点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成35%双攻击+494点伤害，持续3秒，冷却12秒	0	partner01_403	1
32040	4	1	0	3	1	1	410300001	4	中级震地	23006	13	0	10000	0	0	93204024	2100	5610	5610	5610	5610	0	0	0	对范围内多个目标造成126%双攻击+3044点伤害，冷却15秒	主角攻击法球：对目标造成126%双攻击+3044点伤害，冷却15秒	0	partner01_022	1
32050	4	1	0	3	1	1	410300001	4	中级怒浪涛天	23007	13	0	10000	0	0	93205024	2100	5610	5610	5610	5610	0	0	0	对范围内多个目标造成50%双攻击+1218点伤害，冷却6秒	主角攻击法球：对目标造成50%双攻击+1218点伤害，冷却6秒	0	partner01_023	1
32060	4	1	0	3	1	1	410300001	4	中级业火焚心	23404	13	0	10000	0	0	93206024	2100	5610	5610	5610	5610	0	0	0	对范围内多个目标每秒造成40%双攻击+971点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成40%双攻击+971点伤害，持续3秒，冷却12秒	0	partner01_403	1
32070	4	1	0	4	1	1	410300001	8	高级震地	23006	20	0	10000	0	0	93207024	2100	14350	14350	14350	14350	0	0	0	对范围内多个目标造成162%双攻击+5794点伤害，冷却15秒	主角攻击法球：对目标造成162%双攻击+5794点伤害，冷却15秒	0	partner01_022	1
32080	4	1	0	4	1	1	410300001	8	高级怒浪涛天	23007	20	0	10000	0	0	93208024	2100	14350	14350	14350	14350	0	0	0	对范围内多个目标造成65%双攻击+2320点伤害，冷却6秒	主角攻击法球：对目标造成65%双攻击+2320点伤害，冷却6秒	0	partner01_023	1
32090	4	1	0	4	1	1	410300001	8	高级业火焚心	23404	20	0	10000	0	0	93209024	2100	14350	14350	14350	14350	0	0	0	对范围内多个目标每秒造成52%双攻击+1849点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成52%双攻击+1849点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	4	1	0	2	1	1	410300001	2	低级乱木丛生	23202	7	0	10000	0	0	93301024	2100	2085	2085	2085	2085	0	0	0	对目标造成36%双攻击+514点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成36%双攻击+514点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33020	4	1	0	2	1	1	410300001	2	低级老树盘根	23201	7	0	10000	0	0	93302024	2100	2085	2085	2085	2085	0	0	0	对目标造成91%双攻击+1285点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成91%双攻击+1285点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33030	4	1	0	2	1	1	410300001	2	低级木语凝噎	23204	7	0	10000	0	0	93303024	2100	2085	2085	2085	2085	0	0	0	对目标造成91%双攻击+1285点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成91%双攻击+1285点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33040	4	1	0	2	1	1	410300001	2	低级巨木击顶	23203	7	0	10000	0	0	93304024	2100	2085	2085	2085	2085	0	0	0	对目标造成91%双攻击+1285点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成91%双攻击+1285点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33050	4	1	0	3	1	1	410300001	4	中级乱木丛生	23202	13	0	10000	0	0	93305024	2100	5610	5610	5610	5610	0	0	0	对目标造成42%双攻击+1015点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成42%双攻击+1015点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33060	4	1	0	3	1	1	410300001	4	中级老树盘根	23201	13	0	10000	0	0	93306024	2100	5610	5610	5610	5610	0	0	0	对目标造成105%双攻击+2537点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成105%双攻击+2537点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33070	4	1	0	3	1	1	410300001	4	中级木语凝噎	23204	13	0	10000	0	0	93307024	2100	5610	5610	5610	5610	0	0	0	对目标造成105%双攻击+2537点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成105%双攻击+2537点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33080	4	1	0	3	1	1	410300001	4	中级巨木击顶	23203	13	0	10000	0	0	93308024	2100	5610	5610	5610	5610	0	0	0	对目标造成105%双攻击+2537点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成105%双攻击+2537点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33090	4	1	0	4	1	1	410300001	8	高级乱木丛生	23202	20	0	10000	0	0	93309024	2100	14350	14350	14350	14350	0	0	0	对目标造成54%双攻击+1933点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成54%双攻击+1933点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33100	4	1	0	4	1	1	410300001	8	高级老树盘根	23201	20	0	10000	0	0	93310024	2100	14350	14350	14350	14350	0	0	0	对目标造成135%双攻击+4828点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成135%双攻击+4828点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33110	4	1	0	4	1	1	410300001	8	高级木语凝噎	23204	20	0	10000	0	0	93311024	2100	14350	14350	14350	14350	0	0	0	对目标造成135%双攻击+4828点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成135%双攻击+4828点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33120	4	1	0	4	1	1	410300001	8	高级巨木击顶	23203	20	0	10000	0	0	93312024	2100	14350	14350	14350	14350	0	0	0	对目标造成135%双攻击+4828点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成135%双攻击+4828点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
34010	4	1	0	2	1	1	410300001	2	低级群嘲	23008	7	0	10000	0	0	93401024	2100	2085	2085	2085	2085	0	0	0	嘲讽周围多个怪物，增加自身30%+418点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身30%+418点防御，持续3秒，冷却10秒	0	partner01_002	1
34020	4	1	0	3	1	1	410300001	4	中级群嘲	23008	13	0	10000	0	0	93402024	2100	5610	5610	5610	5610	0	0	0	嘲讽周围多个怪物，增加自身35%+1566点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身35%+1566点防御，持续3秒，冷却10秒	0	partner01_002	1
34030	4	1	0	4	1	1	410300001	8	高级群嘲	23008	20	0	10000	0	0	93403024	2100	14350	14350	14350	14350	0	0	0	嘲讽周围多个怪物，增加自身45%+3294点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身45%+3294点防御，持续3秒，冷却10秒	0	partner01_401	1
35010	4	1	0	2	1	1	410300001	2	低级虚弱	23013	7	0	10000	0	0	93501024	2100	2085	2085	2085	2085	0	0	0	减少目标45%+1257点攻击，持续5秒，冷却15秒	主角被击法球：减少目标45%+1257点攻击，持续5秒，冷却15秒	0	partner01_013	1
35020	4	1	0	2	1	1	410300001	2	低级幽冥诅咒	23701	7	0	10000	0	0	93502024	2100	2085	2085	2085	2085	0	0	0	减少目标45%+628点防御，持续5秒，冷却15秒	主角攻击法球：减少目标45%+628点攻击，持续5秒，冷却15秒	0	partner01_029	1
35030	4	1	0	3	1	1	410300001	4	中级虚弱	23013	13	0	10000	0	0	93503024	2100	5610	5610	5610	5610	0	0	0	减少目标53%+4700点攻击，持续5秒，冷却15秒	主角被击法球：减少目标53%+4700点攻击，持续5秒，冷却15秒	0	partner01_013	1
35040	4	1	0	3	1	1	410300001	4	中级幽冥诅咒	23701	13	0	10000	0	0	93504024	2100	5610	5610	5610	5610	0	0	0	减少目标53%+2350点防御，持续5秒，冷却15秒	主角攻击法球：减少目标53%+2350点攻击，持续5秒，冷却15秒	0	partner01_029	1
35050	4	1	0	4	1	1	410300001	8	高级虚弱	23013	20	0	10000	0	0	93505024	2100	14350	14350	14350	14350	0	0	0	减少目标68%+9883点攻击，持续5秒，冷却15秒	主角被击法球：减少目标68%+9883点攻击，持续5秒，冷却15秒	0	partner01_013	1
35060	4	1	0	4	1	1	410300001	8	高级幽冥诅咒	23701	20	0	10000	0	0	93506024	2100	14350	14350	14350	14350	0	0	0	减少目标68%+4941点防御，持续5秒，冷却15秒	主角攻击法球：减少目标68%+4941点攻击，持续5秒，冷却15秒	0	partner01_029	1
36010	4	1	0	2	1	1	410300001	2	低级祝福	0	0	93601004	10000	1	2	0	2100	2085	2085	2085	2085	0	0	0	提升主人15%+419点攻击	提升主人15%+419点攻击	0	partner01_026	1
36020	4	1	0	2	1	1	410300001	2	低级庇护	0	0	93602004	10000	1	2	0	2100	2085	2085	2085	2085	0	0	0	提升主人15%+209点防御	提升主人15%+209点防御	0	partner01_503	1
36030	4	1	0	3	1	1	410300001	4	中级祝福	0	0	93603004	10000	1	2	0	2100	5610	5610	5610	5610	0	0	0	提升主人17%+1566点攻击	提升主人17%+1566点攻击	0	partner01_026	1
36040	4	1	0	3	1	1	410300001	4	中级庇护	0	0	93604004	10000	1	2	0	2100	5610	5610	5610	5610	0	0	0	提升主人17%+783点防御	提升主人17%+783点防御	0	partner01_503	1
36050	4	1	0	4	1	1	410300001	8	高级祝福	0	0	93605004	10000	1	2	0	2100	14350	14350	14350	14350	0	0	0	提升主人22%+3294点攻击	提升主人22%+3294点攻击	0	partner01_026	1
36060	4	1	0	4	1	1	410300001	8	高级庇护	0	0	93606004	10000	1	2	0	2100	14350	14350	14350	14350	0	0	0	提升主人22%+1647点防御	提升主人22%+1647点防御	0	partner01_503	1
37010	4	1	0	2	1	1	410300001	2	低级治疗	23305	7	0	10000	0	1	93701024	2100	2085	2085	2085	2085	0	0	0	恢复灵宠自身5%+22177点生命，冷却15秒	主角被击法球：恢复5%+22177点生命，冷却15秒	0	partner01_303	1
37020	4	1	0	2	1	1	410300001	2	低级血祭	23012	7	0	10000	0	2	93701024	2100	2085	2085	2085	2085	0	0	0	将自身当前血量的8%转给主人，冷却15秒	主角被击法球：恢复5%+22177点生命，冷却15秒	0	partner01_028	1
37040	4	1	0	2	1	1	410300001	2	低级鼓舞	23021	7	0	10000	0	1	93704024	2100	2085	2085	2085	2085	0	0	0	增加自身45%+1256攻击，持续5秒，冷却15秒	主角攻击法球：增加自身45%+1256攻击，持续5秒，冷却15秒	0	partner01_104	1
37050	4	1	0	2	1	1	410300001	2	低级战歌	23022	7	0	10000	0	1	93705024	2100	2085	2085	2085	2085	0	0	0	增加自身45%+628防御，持续5秒，冷却15秒	主角被击法球：增加自身45%+628防御，持续5秒，冷却15秒	0	partner01_601	1
37070	4	1	0	2	1	1	410300001	2	低级精准	23024	7	0	10000	0	1	93707024	2100	2085	2085	2085	2085	0	0	0	增加自身41%+818命中，持续5秒，冷却15秒	主角攻击法球：增加自身41%+818命中，持续5秒，冷却15秒	0	partner01_106	1
37080	4	1	0	3	1	1	410300001	4	中级治疗	23305	13	0	10000	0	1	93708024	2100	5610	5610	5610	5610	0	0	0	恢复灵宠自身5%+47714点生命，冷却15秒	主角被击法球：恢复5%+47714点生命，冷却15秒	0	partner01_303	1
37090	4	1	0	3	1	1	410300001	4	中级血祭	23012	13	0	10000	0	2	93708024	2100	5610	5610	5610	5610	0	0	0	将自身当前血量的11%转给主人，冷却15秒	主角被击法球：恢复5%+47714点生命，冷却15秒	0	partner01_028	1
37110	4	1	0	3	1	1	410300001	4	中级鼓舞	23021	13	0	10000	0	1	93711024	2100	5610	5610	5610	5610	0	0	0	增加自身53%+4700攻击，持续5秒，冷却15秒	主角攻击法球：增加自身53%+4700攻击，持续5秒，冷却15秒	0	partner01_104	1
37120	4	1	0	3	1	1	410300001	4	中级战歌	23022	13	0	10000	0	1	93712024	2100	5610	5610	5610	5610	0	0	0	增加自身53%+2350防御，持续5秒，冷却15秒	主角被击法球：增加自身53%+2350防御，持续5秒，冷却15秒	0	partner01_601	1
37140	4	1	0	3	1	1	410300001	4	中级精准	23024	13	0	10000	0	1	93714024	2100	5610	5610	5610	5610	0	0	0	增加自身44%+1504命中，持续5秒，冷却15秒	主角攻击法球：增加自身44%+1504命中，持续5秒，冷却15秒	0	partner01_106	1
37150	4	1	0	4	1	1	410300001	8	高级治疗	23305	20	0	10000	0	1	93715024	2100	14350	14350	14350	14350	0	0	0	恢复灵宠自身5%+109378点生命，冷却15秒	主角被击法球：恢复5%+109378点生命，冷却15秒	0	partner01_303	1
37160	4	1	0	4	1	1	410300001	8	高级血祭	23012	20	0	10000	0	2	93715024	2100	14350	14350	14350	14350	0	0	0	将自身当前血量的14.5%转给主人，冷却15秒	主角被击法球：恢复5%+109378点生命，冷却15秒	0	partner01_028	1
37180	4	1	0	4	1	1	410300001	8	高级鼓舞	23021	20	0	10000	0	1	93718024	2100	14350	14350	14350	14350	0	0	0	增加自身68%+9882攻击，持续5秒，冷却15秒	主角攻击法球：增加自身68%+9882攻击，持续5秒，冷却15秒	0	partner01_104	1
37190	4	1	0	4	1	1	410300001	8	高级战歌	23022	20	0	10000	0	1	93719024	2100	14350	14350	14350	14350	0	0	0	增加自身68%+4941防御，持续5秒，冷却15秒	主角被击法球：增加自身68%+4941防御，持续5秒，冷却15秒	0	partner01_601	1
37210	4	1	0	4	1	1	410300001	8	高级精准	23024	20	0	10000	0	1	93721024	2100	14350	14350	14350	14350	0	0	0	增加自身50%+1987命中，持续5秒，冷却15秒	主角攻击法球：增加自身50%+1987命中，持续5秒，冷却15秒	0	partner01_106	1
31010	5	1	0	2	1	1	410300001	4	低级炎皇火刹	23401	9	0	10000	0	0	93101025	2120	2431	2431	2431	2431	0	0	0	对目标造成182%双攻击+3036点伤害，冷却15秒	主角攻击法球：对目标造成182%双攻击+3036点伤害，冷却15秒	0	partner01_405	1
31020	5	1	0	2	1	1	410300001	4	低级狂击	23005	9	0	10000	0	0	93102025	2120	2431	2431	2431	2431	0	0	0	对目标造成73%双攻击+1215点伤害，冷却6秒	主角攻击法球：对目标造成73%双攻击+1215点伤害，冷却6秒	0	partner01_101	1
31030	5	1	0	2	1	1	410300001	4	低级离火之灼	23502	9	0	10000	0	0	93103025	2120	2431	2431	2431	2431	0	0	0	对目标造成58%双攻击+973点伤害，冷却12秒	主角攻击法球：对目标造成58%双攻击+973点伤害，冷却12秒	0	partner01_402	1
31040	5	1	0	3	1	1	410300001	8	中级炎皇火刹	23401	16	0	10000	0	0	93104025	2120	6837	6837	6837	6837	0	0	0	对目标造成239%双攻击+7267点伤害，冷却15秒	主角攻击法球：对目标造成239%双攻击+7267点伤害，冷却15秒	0	partner01_405	1
31050	5	1	0	3	1	1	410300001	8	中级狂击	23005	16	0	10000	0	0	93105025	2120	6837	6837	6837	6837	0	0	0	对目标造成95%双攻击+2898点伤害，冷却6秒	主角攻击法球：对目标造成95%双攻击+2898点伤害，冷却6秒	0	partner01_101	1
31060	5	1	0	3	1	1	410300001	8	中级离火之灼	23502	16	0	10000	0	0	93106025	2120	6837	6837	6837	6837	0	0	0	对目标造成76%双攻击+2321点伤害，冷却12秒	主角攻击法球：对目标造成76%双攻击+2321点伤害，冷却12秒	0	partner01_402	1
31070	5	1	0	4	1	1	410300001	16	高级炎皇火刹	23401	24	0	10000	0	0	93107025	2120	17762	17762	17762	17762	0	0	0	对目标造成271%双攻击+11315点伤害，冷却15秒	主角攻击法球：对目标造成271%双攻击+11315点伤害，冷却15秒	0	partner01_405	1
31080	5	1	0	4	1	1	410300001	16	高级狂击	23005	24	0	10000	0	0	93108025	2120	17762	17762	17762	17762	0	0	0	对目标造成108%双攻击+4530点伤害，冷却6秒	主角攻击法球：对目标造成108%双攻击+4530点伤害，冷却6秒	0	partner01_101	1
31090	5	1	0	4	1	1	410300001	16	高级离火之灼	23502	24	0	10000	0	0	93109025	2120	17762	17762	17762	17762	0	0	0	对目标造成86%双攻击+3611点伤害，冷却12秒	主角攻击法球：对目标造成86%双攻击+3611点伤害，冷却12秒	0	partner01_402	1
