id	valid	name	pro	level	等级系数（关联world_civ_mod)	模型路径	模型名字	"npc功能类型,服务器没用(1对话npc，2战斗npc，3服务器采集，4动态障碍，5陷阱，6客户端采集)"	AI_ID（服务器战斗AI）	公共掉落ID1	公共掉落ID2	公共掉落ID3	单人掉落ID	出生时间	出生表现（技能id）	行为ID（NPC_BASE_ACTION）	缩放scale	reserve_1(0小兵1基地2普通塔3安全塔)	reserve_2(碰撞触发事件)	reserve_3(用来更新哪一个任务ID进度，默认第一条进度，为0，则不更新)	reserve_4(NPC动态血量机制触发时的玩家数量下限)	reserve_5(NPC动态血量控制触发后每增减一个玩家的血量百分比变化，总血量暂时程序写死最多3倍)	reserve_6(特殊NPC位域：0正常npc，1该npc不能被机器人攻击，2经验宝宝，但是只是触发一次掉落，4出现和消失是否需要全地图通知，8不攻击NPC的NPC，16是否属于家族掉落，32是否有采集累计次数，64是否属于个人独占掉落)	reserve_7（攻击指定NPC，需要两个NPC间都这里有配置，以三位数来代表，表示只打和我相同十位和个位的怪物。百位没有数字：打任何怪物，十位和个位为被固定打怪NPC的匹配参数，例如A配了23，B配了123，则B可以打A，但是A不能打B）	reserve_8(客户端触发的服务器事件ID，检测用)	reserve_9(黑户触发事件)	reserve_10（虚拟血量计算方式，1默认计算正常血量，2只按虚拟血量计算，3虚拟血量和正常血量同时扣除）	客户端AI	缩放前的被击范围（缩放后的是就是乘缩放倍数）	死亡表现（技能ID）	出生自带buff（buffID）(客户端服务器都有效)	buff持续时间（服务器有效）	NPC血量变化自动全地图广播【最大血量百分比】，配置100以下为服务器主动广播，100以上则需要客户端主动拉取	npc类别（0为非专属，1为个人专属，2为队伍专属，3为帮派专属）	reserve_11（预留字段）	reserve_12（预留字段）	reserve_13（预留字段）	reserve_14（预留字段）	reserve_15（预留字段）	收集的任务ID	任务的第几个条件	血条UI	死亡灰尘延迟（早填负值）	步伐速度	"hud类型（0无hud，1角色hud，2NPChud,3NPC大血条与血条显示互斥）"	血条缩放	死亡音效	出生音效	被击音效	点击音效1	点击音效2	点击音效3	是否显示名字（0不显示，1显示）	是否可以被击浮空（1不击飞）	npc称号	npc血条显示(0不显示，1显示)	npc是否跟随玩家点击而旋转(0旋转，1不旋转)	npc品质（1绿，2蓝，3紫，4橙）	npc专属名字（显示在称号下）	低端机模型路径	低端机模型名字	展示模型名字	展示模型名字（ioS点击问题，标1会有虚拟框） 
19999121	1	衣服之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999122	1	腰带之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999123	1	裤子之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999124	1	护腕之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999125	1	项链之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999126	1	戒指之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999127	1	护肩之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999128	1	帽子之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999129	1	鞋子之魂	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999130	1	风荷举	9999	100	0	npc/zuoqi/lianhua	ride_lianhua01	1	0	0	0	0	0	0	0	2999003	1	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/zuoqi/lianhua	ride_lianhua01	ride_lianhua01	0
19999131	1	锐锋石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999132	1	金刚石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999133	1	燎原石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999134	1	炼体石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999135	1	心眼石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999136	1	瞬影石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999137	1	斩铁石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999138	1	守御石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999139	1	雷动石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999140	1	冥思石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999141	1	真武石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999142	1	韬光石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999143	1	混元石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999144	1	虚谷石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999145	1	无双石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999146	1	太极石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999147	1	峨眉月	9999	100	0	npc/zuoqi/yueliang	zuoqi_yueliang	1	0	0	0	0	0	0	0	2999003	1	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/zuoqi/yueliang	zuoqi_yueliang	zuoqi_yueliang	0
19999148	1	武器结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999149	1	衣服结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999150	1	腰带结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999151	1	裤子结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999152	1	护腕结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999153	1	项链结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999154	1	戒指结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999155	1	护肩结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999156	1	帽子结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999157	1	鞋子结晶	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999158	1	力量陨石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999159	1	守护陨石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999160	1	生命陨石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999161	1	诡秘陨石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999162	1	桃之夭夭	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999163	1	灼灼其华	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999164	1	铸神之石	9999	100	0	npc/wujian/baoxiang	baoxiang03	1	0	0	0	0	0	0	0	2999003	0.8	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/wujian/baoxiang	npc/wujian/baoxiang	npc/wujian/baoxiang	0
19999165	1	大海之灵	9999	100	0	npc/zuoqi/jinyu	zuoqi_jinyu	1	0	0	0	0	0	0	0	2999003	1	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/zuoqi/jinyu	zuoqi_jinyu	zuoqi_jinyu	0
2011001	1	妖狼	1004	3	0	npc/animal/yaolang	yaolang	2	0	0	0	0	0	500	30000	1160	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000011	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/yelang	yelang	yaolang	0
2011002	1	被引诱的魔物	1002	3	0	npc/animal/xiaoyuren	xiaoyuren03	2	0	0	0	0	0	0	30010	1118	0.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000012	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	xiaoyuren03	0
2011003	1	失控的野狼	1001	3	0	npc/animal/yelang	yelang	2	0	0	0	0	0	500	30003	1160	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000011	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/yelang	yelang	yelang	0
2011005	1	受胁迫的狼妖	2002	3	0	npc/animal/langyao	Langyao	2	0	0	0	0	0	0	30023	2106	2	0	0	0	0	0	0	0	0	0	1	2011005	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	520000011	0	0	0	0	0	0	1	0	1	0	0	0	npc/animal/yelang	yelang	Langyao	0
2011010	1	黄金巨龙	2001	3	0	npc/animal/jinlong	jinlong02	2	0	0	0	0	0	0	30009	2011010	0.8	0	0	0	0	0	0	0	0	0	1	2011010	3	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	520000005	0	0	0	0	0	0	1	0	1	0	0	0	npc/animal/jinlong	jinlong02	jinlong02	0
2011011	1	云心魔	1001	4	0	npc/animal/dunbing	dunbing	2	0	0	0	0	0	0	30001	1100	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000002	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	dunbing	0
2011012	1	云心魔	1002	4	0	npc/animal/gongbing	gongbing	2	0	0	0	0	0	0	30001	1112	1	0	0	0	0	0	0	0	0	0	1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	gongbing	0
2011013	1	云心魔	1002	4	0	npc/animal/xiaoyuren	xiaoyuren03	2	0	0	0	0	0	0	30010	1118	0.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	530000010	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	xiaoyuren03	0
2011020	1	噩梦狼妖	2001	4	0	npc/animal/langyao	Langyao	2	0	0	0	0	0	0	30009	2011020	2	0	0	0	0	0	0	0	0	0	1	2011020	0.8	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	520000011	0	0	0	0	0	0	1	0	1	0	0	0	npc/animal/yelang	yelang	Langyao	0
2011021	1	血族刀兵	1001	6	0	npc/animal/mozudaobing	mozudaobing01	2	0	0	0	0	0	0	30003	1155	0.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01	0
2011022	1	血族小鬼	1002	6	0	npc/animal/xiaoguai	xiaoguai01	2	0	0	0	0	0	0	30000	1118	0.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	xiaoguai01	0
2011023	1	血族刀兵	1002	6	0	npc/animal/mozudaobing	mozudaobing01	2	0	0	0	0	0	0	30003	1109	0.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01	0
2011024	1	精锐刀兵	1004	6	0	npc/animal/mozudaobing	mozudaobing02	2	0	0	0	0	0	0	0	1120	1.2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing02	0
2011025	1	血族小鬼	1001	6	0	npc/animal/xiaoguai	xiaoguai01	2	0	0	0	0	0	0	30000	1118	1.5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	xiaoguai01	0
2011030	1	血族盾兵	2001	6	0	npc/animal/mozudunbing	mozudunbing	2	0	0	0	0	0	0	30009	2011030	2	0	0	0	0	0	0	0	0	0	1	2011030	1	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000002	0	0	0	0	0	0	1	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudunbing	0
2011031	1	家丁	1001	6	0	npc/human/jiadin	JiaDin01	2	0	0	0	0	0	0	30003	1103	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JiaDin01	0
2011032	1	家丁	1002	6	0	npc/human/jiadin	JiaDin01	2	0	0	0	0	0	0	30003	1109	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JiaDin01	0
2011033	1	家犬	1002	6	0	npc/animal/yelang	yelang	2	0	0	0	0	0	0	30003	1102	0.6	0	0	0	0	0	0	0	0	0	1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000011	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/yelang	yelang	yelang	0
2011034	1	家丁	1001	6	0	npc/human/jiadin	JiaDin01	2	0	0	0	0	0	0	30003	1120	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JiaDin01	0
2011040	1	能打的护院熊妖	2001	6	0	npc/animal/xiongyao	xiongyao	2	0	0	0	0	0	0	30009	2011040	2	0	0	0	0	0	0	0	0	0	1	2011040	1	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	520000003	0	0	0	0	0	0	1	0	1	0	0	0	npc/animal/zhenling	s_zhenling	xiongyao	0
2011041	1	血族刀兵	1001	7	0	npc/animal/mozudaobing	mozudaobing01	2	0	0	0	0	0	0	30003	1155	0.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01	0
2011042	1	魔化小鬼	1002	7	0	npc/animal/xiaoguai	xiaoguai02	2	0	0	0	0	0	0	30000	1126	0.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	xiaoguai02	0
2011043	1	血族刀兵	1002	7	0	npc/animal/mozudaobing	mozudaobing01	2	0	0	0	0	0	0	30003	1109	0.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01	0
