装备ID(2位部位，2位职业，3位区分，1位颜色，1位流水)	有效标志位客户端无用	名称	部位(0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7护肩，8头盔，9鞋子,10翅膀，11VIP装备)	颜色(0白，1绿，2蓝，3紫，4金,5红,6暗金)	门派职业限制(0通用职业，11昆仑，21琉璃，31乾坤，41凤鸣)	等级下限	等级上限	境界下限	境界上限	表现类型	性别限制(0不限，1男，2女)	有效期限(填-1为无限期，单位秒)	允许续费(0到期删除，1到期不删除)	时间限制ID	允许超时(0不允许，1允许)	地点限制ID	允许离开(0不允许，1允许)	变身模板限制ID	绑定方式(0不绑定，1拾取绑，2使用绑)	出售设置(0随意出售，1提示出售，2不可出售)	出售货币	金币价格	鉴定规则ID	精炼规则ID	精炼上限	注魂规则ID	强化规则ID(1位颜色，1位类型，2位部位<0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7徽章，8头盔，9鞋子>，1位流水)	基础属性池ID	蓝色属性条数上限	附加属性池ID1	精炼属性池ID	魂装属性池ID	套装ID	模型路径(路径要用/，用\时，\n**会被识别为换行)	模型类别(0轻剑；1重剑；2弓；3飞剑)	模型缩放(浮点数)	男图标前景ID（后面要把名字改为FontImageID_male）	男图标背景ID（后面要把名字改成BackImageID_male）	装备特效规则ID(2部位+2为职业+3位等级，只有武器和衣服)	装备描述	武器攻击间隔	是否广播	掉落特效	来源对象ID	掉落飞入特效	拍卖分类	拍卖价格	装备法球属性池ID	掉落上品彰显状态限制1（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	掉落极品彰显状态限制2（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	宝石装备位域（1圆、2方、4正）	神器标识	神器特殊战力	神技BUFFID	神技BUFF几率（绝对几率，万分比，不足一万以一万为分母，单件装备为分子，超过一万以总值为分母，每次触发时去掉已CD的）	BUFF的CD（秒）	BUFF持续时间（毫秒）	神器单件激活所需部位	神器激活属性ID	女图标前景ID	女图标背景ID 
52100160	1	兰佩	5	6	21	3120	7200	0	999	521	0	-1	0	0	0	0	0	0	1	0	203	430	63	2165	0	52100160	10050	10521600	3	30521600	0	0	0	0	0	1	0	21_0_5	0	扈江离与辟芷兮，纫秋兰以为佩。	1000	212987	1000031	52100160	1000004	0	0	0	60560000	60560001	7	0	0	0	0	0	0	-1	0	0	21_0_5
62100160	1	辟芷	6	6	21	3131	7200	0	999	621	0	-1	0	0	0	0	0	0	1	0	203	430	63	2166	0	62100160	10060	10621600	3	30621600	0	0	0	0	0	1	0	21_0_6	0	扈江离与辟芷兮，纫秋兰以为佩。	1000	212987	1000028	62100160	1000004	0	0	0	60660000	60660001	7	0	0	0	0	0	0	-1	0	0	21_0_6
72100160	1	古兰护肩	7	6	21	3125	7200	0	999	721	0	-1	0	0	0	0	0	0	1	0	5	1400	62	2167	0	72100160	10070	10721600	3	30721600	0	0	0	0	0	1	0	21_0_7	0	古兰初绽蝶先闻，罗裳轻舞人不来。	1000	147451	1000061	72100160	1000004	0	0	0	60760000	60760001	7	0	0	0	0	0	0	-1	0	0	21_0_7
82100160	1	古兰冠	8	6	21	3124	7200	0	999	821	0	-1	0	0	0	0	0	0	1	0	5	1400	62	2168	0	82100160	10080	10821600	3	30821600	0	0	0	0	0	1	0	21_0_8	0	古兰初绽蝶先闻，罗裳轻舞人不来。	1000	147451	1000060	82100160	1000004	0	0	0	60860000	60860001	7	0	0	0	0	0	0	-1	0	0	21_0_8
92100160	1	古兰履	9	6	21	3139	7200	0	999	921	0	-1	0	0	0	0	0	0	1	0	5	1400	62	2169	0	92100160	10090	10921600	3	30921600	0	0	0	0	0	1	0	21_0_9	0	古兰初绽蝶先闻，罗裳轻舞人不来。	1000	147451	1000054	92100160	1000004	0	0	0	60960000	60960001	7	0	0	0	0	0	0	-1	0	0	21_0_9
2100170	1	桃梦	0	7	21	4140	7200	0	999	21	0	-1	0	0	0	0	0	0	1	0	5	2000	71	2170	0	2100170	10000	10021700	3	30021700	0	0	0	0	0	1	0	21_0_0	0	宴宴其姝，桃红满梦。	1000	155643	1000024	2100170	1000004	0	0	0	60070000	60070001	7	0	0	0	0	0	0	-1	0	0	21_0_0
12100170	1	幻昙裳	1	7	21	4146	7200	0	999	121	0	-1	0	0	0	0	0	0	1	0	5	2000	71	2171	0	12100170	10010	10121700	3	30121700	0	0	0	0	0	1	0	21_0_1	0	水风空落，昙花幻现。	1000	155643	1000032	12100170	1000004	0	0	0	60170000	60170001	7	0	0	0	0	0	0	-1	0	0	21_0_1
22100170	1	幻昙带	2	7	21	4156	7200	0	999	221	0	-1	0	0	0	0	0	0	1	0	5	2000	71	2172	0	22100170	10020	10221700	3	30221700	0	0	0	0	0	1	0	21_0_2	0	水风空落，昙花幻现。	1000	155643	1000033	22100170	1000004	0	0	0	60270000	60270001	7	0	0	0	0	0	0	-1	0	0	21_0_2
32100170	1	幻昙裙	3	7	21	4153	7200	0	999	321	0	-1	0	0	0	0	0	0	1	0	5	2000	71	2173	0	32100170	10030	10321700	3	30321700	0	0	0	0	0	1	0	21_0_3	0	水风空落，昙花幻现。	1000	155643	1000029	32100170	1000004	0	0	0	60370000	60370001	7	0	0	0	0	0	0	-1	0	0	21_0_3
42100170	1	幻昙护腕	4	7	21	4155	7200	0	999	421	0	-1	0	0	0	0	0	0	1	0	5	1700	72	2174	0	42100170	10040	10421700	3	30421700	0	0	0	0	0	1	0	21_0_4	0	水风空落，昙花幻现。	1000	147451	1000030	42100170	1000004	0	0	0	60470000	60470001	7	0	0	0	0	0	0	-1	0	0	21_0_4
52100170	1	龙萱	5	7	21	4140	7200	0	999	521	0	-1	0	0	0	0	0	0	1	0	203	530	73	2175	0	52100170	10050	10521700	3	30521700	0	0	0	0	0	1	0	21_0_5	0	萱草虬龙，蕴意结香。	1000	212987	1000031	52100170	1000004	0	0	0	60570000	60570001	7	0	0	0	0	0	0	-1	0	0	21_0_5
62100170	1	结香	6	7	21	4151	7200	0	999	621	0	-1	0	0	0	0	0	0	1	0	203	530	73	2176	0	62100170	10060	10621700	3	30621700	0	0	0	0	0	1	0	21_0_6	0	萱草虬龙，蕴意结香。	1000	212987	1000028	62100170	1000004	0	0	0	60670000	60670001	7	0	0	0	0	0	0	-1	0	0	21_0_6
72100170	1	幻昙护肩	7	7	21	4145	7200	0	999	721	0	-1	0	0	0	0	0	0	1	0	5	1700	72	2177	0	72100170	10070	10721700	3	30721700	0	0	0	0	0	1	0	21_0_7	0	水风空落，昙花幻现。	1000	147451	1000061	72100170	1000004	0	0	0	60770000	60770001	7	0	0	0	0	0	0	-1	0	0	21_0_7
82100170	1	幻昙冠	8	7	21	4144	7200	0	999	821	0	-1	0	0	0	0	0	0	1	0	5	1700	72	2178	0	82100170	10080	10821700	3	30821700	0	0	0	0	0	1	0	21_0_8	0	水风空落，昙花幻现。	1000	147451	1000060	82100170	1000004	0	0	0	60870000	60870001	7	0	0	0	0	0	0	-1	0	0	21_0_8
92100170	1	幻昙履	9	7	21	4159	7200	0	999	921	0	-1	0	0	0	0	0	0	1	0	5	1700	72	2179	0	92100170	10090	10921700	3	30921700	0	0	0	0	0	1	0	21_0_9	0	水风空落，昙花幻现。	1000	147451	1000054	92100170	1000004	0	0	0	60970000	60970001	7	0	0	0	0	0	0	-1	0	0	21_0_9
2100180	1	寒绯	0	8	21	5160	7200	0	999	21	0	-1	0	0	0	0	0	0	1	0	5	2400	81	2180	0	2100180	10000	10021800	3	30021800	0	0	0	0	0	1	0	21_0_0	0	三尺冻彻，寒绯始开。	1000	155643	1000024	2100180	1000004	0	0	0	60080000	60080001	7	0	0	0	0	0	0	-1	0	0	21_0_0
12100180	1	夕雾裳	1	8	21	5166	7200	0	999	121	0	-1	0	0	0	0	0	0	1	0	5	2400	81	2181	0	12100180	10010	10121800	3	30121800	0	0	0	0	0	1	0	21_0_1	0	夕雾遍野，一往情深。	1000	155643	1000032	12100180	1000004	0	0	0	60180000	60180001	7	0	0	0	0	0	0	-1	0	0	21_0_1
22100180	1	夕雾带	2	8	21	5176	7200	0	999	221	0	-1	0	0	0	0	0	0	1	0	5	2400	81	2182	0	22100180	10020	10221800	3	30221800	0	0	0	0	0	1	0	21_0_2	0	夕雾遍野，一往情深。	1000	155643	1000033	22100180	1000004	0	0	0	60280000	60280001	7	0	0	0	0	0	0	-1	0	0	21_0_2
32100180	1	夕雾裙	3	8	21	5173	7200	0	999	321	0	-1	0	0	0	0	0	0	1	0	5	2400	81	2183	0	32100180	10030	10321800	3	30321800	0	0	0	0	0	1	0	21_0_3	0	夕雾遍野，一往情深。	1000	155643	1000029	32100180	1000004	0	0	0	60380000	60380001	7	0	0	0	0	0	0	-1	0	0	21_0_3
42100180	1	夕雾护腕	4	8	21	5175	7200	0	999	421	0	-1	0	0	0	0	0	0	1	0	5	2000	82	2184	0	42100180	10040	10421800	3	30421800	0	0	0	0	0	1	0	21_0_4	0	夕雾遍野，一往情深。	1000	147451	1000030	42100180	1000004	0	0	0	60480000	60480001	7	0	0	0	0	0	0	-1	0	0	21_0_4
52100180	1	曦雾	5	8	21	5160	7200	0	999	521	0	-1	0	0	0	0	0	0	1	0	203	650	83	2185	0	52100180	10050	10521800	3	30521800	0	0	0	0	0	1	0	21_0_5	0	晨曦雾影，万光不穿。	1000	212987	1000031	52100180	1000004	0	0	0	60580000	60580001	7	0	0	0	0	0	0	-1	0	0	21_0_5
62100180	1	凤眼	6	8	21	5171	7200	0	999	621	0	-1	0	0	0	0	0	0	1	0	203	650	83	2186	0	62100180	10060	10621800	3	30621800	0	0	0	0	0	1	0	21_0_6	0	凤眼窥天,应机在心。	1000	212987	1000028	62100180	1000004	0	0	0	60680000	60680001	7	0	0	0	0	0	0	-1	0	0	21_0_6
72100180	1	夕雾护肩	7	8	21	5165	7200	0	999	721	0	-1	0	0	0	0	0	0	1	0	5	2000	82	2187	0	72100180	10070	10721800	3	30721800	0	0	0	0	0	1	0	21_0_7	0	夕雾遍野，一往情深。	1000	147451	1000061	72100180	1000004	0	0	0	60780000	60780001	7	0	0	0	0	0	0	-1	0	0	21_0_7
82100180	1	夕雾冠	8	8	21	5164	7200	0	999	821	0	-1	0	0	0	0	0	0	1	0	5	2000	82	2188	0	82100180	10080	10821800	3	30821800	0	0	0	0	0	1	0	21_0_8	0	夕雾遍野，一往情深。	1000	147451	1000060	82100180	1000004	0	0	0	60880000	60880001	7	0	0	0	0	0	0	-1	0	0	21_0_8
92100180	1	夕雾履	9	8	21	5179	7200	0	999	921	0	-1	0	0	0	0	0	0	1	0	5	2000	82	2189	0	92100180	10090	10921800	3	30921800	0	0	0	0	0	1	0	21_0_9	0	夕雾遍野，一往情深。	1000	147451	1000054	92100180	1000004	0	0	0	60980000	60980001	7	0	0	0	0	0	0	-1	0	0	21_0_9
2100190	1	刹那	0	9	21	6180	7200	0	999	21	0	-1	0	0	0	0	0	0	1	0	5	2800	91	2190	0	2100190	10000	10021900	3	30021900	0	0	0	0	0	1	0	21_0_0	0	红颜本易老，刹那芳华常在。	1000	155643	1000024	2100190	1000004	0	0	0	60090000	60090001	7	0	0	0	0	0	0	-1	0	0	21_0_0
12100190	1	雨结裳	1	9	21	6186	7200	0	999	121	0	-1	0	0	0	0	0	0	1	0	5	2800	91	2191	0	12100190	10010	10121900	3	30121900	0	0	0	0	0	1	0	21_0_1	0	雨结心意,纵情飘落。	1000	155643	1000032	12100190	1000004	0	0	0	60190000	60190001	7	0	0	0	0	0	0	-1	0	0	21_0_1
22100190	1	雨结带	2	9	21	6196	7200	0	999	221	0	-1	0	0	0	0	0	0	1	0	5	2800	91	2192	0	22100190	10020	10221900	3	30221900	0	0	0	0	0	1	0	21_0_2	0	雨结心意,纵情飘落。	1000	155643	1000033	22100190	1000004	0	0	0	60290000	60290001	7	0	0	0	0	0	0	-1	0	0	21_0_2
32100190	1	雨结裙	3	9	21	6193	7200	0	999	321	0	-1	0	0	0	0	0	0	1	0	5	2800	91	2193	0	32100190	10030	10321900	3	30321900	0	0	0	0	0	1	0	21_0_3	0	雨结心意,纵情飘落。	1000	155643	1000029	32100190	1000004	0	0	0	60390000	60390001	7	0	0	0	0	0	0	-1	0	0	21_0_3
42100190	1	雨结护腕	4	9	21	6195	7200	0	999	421	0	-1	0	0	0	0	0	0	1	0	5	2400	92	2194	0	42100190	10040	10421900	3	30421900	0	0	0	0	0	1	0	21_0_4	0	雨结心意,纵情飘落。	1000	147451	1000030	42100190	1000004	0	0	0	60490000	60490001	7	0	0	0	0	0	0	-1	0	0	21_0_4
52100190	1	薰兰	5	9	21	6180	7200	0	999	521	0	-1	0	0	0	0	0	0	1	0	203	800	93	2195	0	52100190	10050	10521900	3	30521900	0	0	0	0	0	1	0	21_0_5	0	兰薰桂馥，馨香唯德。	1000	212987	1000031	52100190	1000004	0	0	0	60590000	60590001	7	0	0	0	0	0	0	-1	0	0	21_0_5
62100190	1	黛影	6	9	21	6191	7200	0	999	621	0	-1	0	0	0	0	0	0	1	0	203	800	93	2196	0	62100190	10060	10621900	3	30621900	0	0	0	0	0	1	0	21_0_6	0	万山浅黛,泪洗红铅	1000	212987	1000028	62100190	1000004	0	0	0	60690000	60690001	7	0	0	0	0	0	0	-1	0	0	21_0_6
72100190	1	雨结护肩	7	9	21	6185	7200	0	999	721	0	-1	0	0	0	0	0	0	1	0	5	2400	92	2197	0	72100190	10070	10721900	3	30721900	0	0	0	0	0	1	0	21_0_7	0	雨结心意,纵情飘落。	1000	147451	1000061	72100190	1000004	0	0	0	60790000	60790001	7	0	0	0	0	0	0	-1	0	0	21_0_7
82100190	1	雨结冠	8	9	21	6184	7200	0	999	821	0	-1	0	0	0	0	0	0	1	0	5	2400	92	2198	0	82100190	10080	10821900	3	30821900	0	0	0	0	0	1	0	21_0_8	0	雨结心意,纵情飘落。	1000	147451	1000060	82100190	1000004	0	0	0	60890000	60890001	7	0	0	0	0	0	0	-1	0	0	21_0_8
92100190	1	雨结履	9	9	21	6199	7200	0	999	921	0	-1	0	0	0	0	0	0	1	0	5	2400	92	2199	0	92100190	10090	10921900	3	30921900	0	0	0	0	0	1	0	21_0_9	0	雨结心意,纵情飘落。	1000	147451	1000054	92100190	1000004	0	0	0	60990000	60990001	7	0	0	0	0	0	0	-1	0	0	21_0_9
2101120	1	魂·映莲	0	2	21	20	7200	0	999	21	0	-1	0	0	0	0	0	0	1	0	5	2650	21	2120	0	2101120	10000	10021210	2	30021210	20021210	100021210	0	0	0	1	0	21_0_0h	0	接天莲叶无穷碧，映日荷花别样红。	1000	147467	1000026	2101120	1000004	0	0	0	60020000	60020001	7	0	0	0	0	0	0	-1	0	0	21_0_0h
12101120	1	魂·红莲裳	1	2	21	30	7200	0	999	121	0	-1	0	0	0	0	0	0	1	0	5	2650	21	2121	0	12101120	10010	10121210	2	30121210	20121210	100121210	0	0	0	1	0	21_0_1h	0	莲渚愁红荡碧波，吴娃齐唱采莲歌。	1000	147467	1000032	12101120	1000004	0	0	0	60120000	60120001	7	0	0	0	0	0	0	-1	0	0	21_0_1h
22101120	1	魂·红莲带	2	2	21	50	7200	0	999	221	0	-1	0	0	0	0	0	0	1	0	5	2650	21	2122	0	22101120	10020	10221210	2	30221210	20221210	100221210	0	0	0	1	0	21_0_2h	0	莲渚愁红荡碧波，吴娃齐唱采莲歌。	1000	147467	1000033	22101120	1000004	0	0	0	60220000	60220001	7	0	0	0	0	0	0	-1	0	0	21_0_2h
32101120	1	魂·红莲裙	3	2	21	40	7200	0	999	321	0	-1	0	0	0	0	0	0	1	0	5	2650	21	2123	0	32101120	10030	10321210	2	30321210	20321210	100321210	0	0	0	1	0	21_0_3h	0	莲渚愁红荡碧波，吴娃齐唱采莲歌。	1000	147467	1000029	32101120	1000004	0	0	0	60320000	60320001	7	0	0	0	0	0	0	-1	0	0	21_0_3h
42101120	1	魂·红莲护腕	4	2	21	45	7200	0	999	421	0	-1	0	0	0	0	0	0	1	0	5	2200	22	2124	0	42101120	10040	10421210	2	30421210	20421210	100421210	0	0	0	1	0	21_0_4h	0	莲渚愁红荡碧波，吴娃齐唱采莲歌。	1000	139291	1000030	42101120	1000004	0	0	0	60420000	60420001	7	0	0	0	0	0	0	-1	0	0	21_0_4h
52101120	1	魂·青涟	5	2	21	20	7200	0	999	521	0	-1	0	0	0	0	0	0	1	0	203	375	23	2125	0	52101120	10050	10521210	2	30521210	20521210	100521210	0	0	0	1	0	21_0_5h	0	绿筱媚青涟,娇荷浮琬琰。	1000	204827	1000031	52101120	1000004	0	0	0	60520000	60520001	7	0	0	0	0	0	0	-1	0	0	21_0_5h
62101120	1	魂·鱼玑	6	2	21	38	7200	0	999	621	0	-1	0	0	0	0	0	0	1	0	203	375	23	2126	0	62101120	10060	10621210	2	30621210	20621210	100621210	0	0	0	1	0	21_0_6h	0	鱼玑闲坐，艳如红莲。	1000	204827	1000028	62101120	1000004	0	0	0	60620000	60620001	7	0	0	0	0	0	0	-1	0	0	21_0_6h
72101120	1	魂·红莲护肩	7	2	21	35	7200	0	999	721	0	-1	0	0	0	0	0	0	1	0	5	2200	22	2127	0	72101120	10070	10721210	2	30721210	20721210	100721210	0	0	0	1	0	21_0_7h	0	莲渚愁红荡碧波，吴娃齐唱采莲歌。	1000	139291	1000061	72101120	1000004	0	0	0	60720000	60720001	7	0	0	0	0	0	0	-1	0	0	21_0_7h
82101120	1	魂·红莲冠	8	2	21	25	7200	0	999	821	0	-1	0	0	0	0	0	0	1	0	5	2200	22	2128	0	82101120	10080	10821210	2	30821210	20821210	100821210	0	0	0	1	0	21_0_8h	0	莲渚愁红荡碧波，吴娃齐唱采莲歌。	1000	139291	1000060	82101120	1000004	0	0	0	60820000	60820001	7	0	0	0	0	0	0	-1	0	0	21_0_8h
92101120	1	魂·红莲履	9	2	21	55	7200	0	999	921	0	-1	0	0	0	0	0	0	1	0	5	2200	22	2129	0	92101120	10090	10921210	2	30921210	20921210	100921210	0	0	0	1	0	21_0_9h	0	莲渚愁红荡碧波，吴娃齐唱采莲歌。	1000	139291	1000054	92101120	1000004	0	0	0	60920000	60920001	7	0	0	0	0	0	0	-1	0	0	21_0_9h
2101130	1	魂·风舞	0	3	21	60	7200	0	999	21	0	-1	0	0	0	0	0	0	1	0	5	4800	31	2130	6	2101130	10000	10021310	3	30021310	20021310	100021310	1	0	0	1	0	21_0_0h	0	罗衾风舞，袅袅叠红。彼有佳人，婀娜多姿。	1000	147483	1000026	2101130	1000004	0	0	0	60030000	60030001	7	0	0	0	0	0	0	-1	0	0	21_0_0h
12101130	1	魂·舞风裳	1	3	21	66	7200	0	999	121	0	-1	0	0	0	0	0	0	1	0	5	4800	31	2131	6	12101130	10010	10121310	3	30121310	20121310	100121310	1	0	0	1	0	21_0_1h	0	风吹仙袂飘飘举，犹似霓裳羽衣舞。	1000	147483	1000032	12101130	1000004	0	0	0	60130000	60130001	7	0	0	0	0	0	0	-1	0	0	21_0_1h
22101130	1	魂·舞风带	2	3	21	76	7200	0	999	221	0	-1	0	0	0	0	0	0	1	0	5	4800	31	2132	6	22101130	10020	10221310	3	30221310	20221310	100221310	1	0	0	1	0	21_0_2h	0	风吹仙袂飘飘举，犹似霓裳羽衣舞。	1000	147483	1000033	22101130	1000004	0	0	0	60230000	60230001	7	0	0	0	0	0	0	-1	0	0	21_0_2h
32101130	1	魂·舞风裙	3	3	21	73	7200	0	999	321	0	-1	0	0	0	0	0	0	1	0	5	4800	31	2133	6	32101130	10030	10321310	3	30321310	20321310	100321310	1	0	0	1	0	21_0_3h	0	风吹仙袂飘飘举，犹似霓裳羽衣舞。	1000	147483	1000029	32101130	1000004	0	0	0	60330000	60330001	7	0	0	0	0	0	0	-1	0	0	21_0_3h
42101130	1	魂·舞风护腕	4	3	21	75	7200	0	999	421	0	-1	0	0	0	0	0	0	1	0	5	4000	32	2134	6	42101130	10040	10421310	3	30421310	20421310	100421310	2	0	0	1	0	21_0_4h	0	风吹仙袂飘飘举，犹似霓裳羽衣舞。	1000	139323	1000030	42101130	1000004	0	0	0	60430000	60430001	7	0	0	0	0	0	0	-1	0	0	21_0_4h
52101130	1	魂·绯惑	5	3	21	60	7200	0	999	521	0	-1	0	0	0	0	0	0	1	0	203	900	33	2135	6	52101130	10050	10521310	3	30521310	20521310	100521310	3	0	0	1	0	21_0_5h	0	蜜色绯绯，惑而不蛊。	1000	204859	1000031	52101130	1000004	0	0	0	60530000	60530001	7	0	0	0	0	0	0	-1	0	0	21_0_5h
62101130	1	魂·洛魂	6	3	21	71	7200	0	999	621	0	-1	0	0	0	0	0	0	1	0	203	900	33	2136	6	62101130	10060	10621310	3	30621310	20621310	100621310	3	0	0	1	0	21_0_6h	0	翩若惊鸿洛神现，其魂惊世殊。	1000	204859	1000028	62101130	1000004	0	0	0	60630000	60630001	7	0	0	0	0	0	0	-1	0	0	21_0_6h
72101130	1	魂·舞风护肩	7	3	21	65	7200	0	999	721	0	-1	0	0	0	0	0	0	1	0	5	4000	32	2137	6	72101130	10070	10721310	3	30721310	20721310	100721310	2	0	0	1	0	21_0_7h	0	风吹仙袂飘飘举，犹似霓裳羽衣舞。	1000	139323	1000061	72101130	1000004	0	0	0	60730000	60730001	7	0	0	0	0	0	0	-1	0	0	21_0_7h
82101130	1	魂·舞风冠	8	3	21	64	7200	0	999	821	0	-1	0	0	0	0	0	0	1	0	5	4000	32	2138	6	82101130	10080	10821310	3	30821310	20821310	100821310	2	0	0	1	0	21_0_8h	0	风吹仙袂飘飘举，犹似霓裳羽衣舞。	1000	139323	1000060	82101130	1000004	0	0	0	60830000	60830001	7	0	0	0	0	0	0	-1	0	0	21_0_8h
92101130	1	魂·舞风履	9	3	21	79	7200	0	999	921	0	-1	0	0	0	0	0	0	1	0	5	4000	32	2139	6	92101130	10090	10921310	3	30921310	20921310	100921310	2	0	0	1	0	21_0_9h	0	风吹仙袂飘飘举，犹似霓裳羽衣舞。	1000	139323	1000054	92101130	1000004	0	0	0	60930000	60930001	7	0	0	0	0	0	0	-1	0	0	21_0_9h
2101140	1	魂·芍泪	0	4	21	1080	7200	0	999	21	0	-1	0	0	0	0	0	0	1	0	5	5500	41	2140	10	2101140	10000	10021410	3	30021410	20021410	100021410	1	0	0	1	0	21_0_0h	0	有情芍药含春泪,无力蔷薇卧晓枝。	1000	147515	1000026	2101140	1000004	0	0	0	60040000	60040001	7	0	0	0	0	0	0	-1	0	0	21_0_0h
12101140	1	魂·梨雨裳	1	4	21	1086	7200	0	999	121	0	-1	0	0	0	0	0	0	1	0	5	5500	41	2141	10	12101140	10010	10121410	3	30121410	20121410	100121410	1	0	0	1	0	21_0_1h	0	玉容寂寞泪阑干，梨花一枝春带雨。	1000	147515	1000032	12101140	1000004	0	0	0	60140000	60140001	7	0	0	0	0	0	0	-1	0	0	21_0_1h
22101140	1	魂·梨雨带	2	4	21	1096	7200	0	999	221	0	-1	0	0	0	0	0	0	1	0	5	5500	41	2142	10	22101140	10020	10221410	3	30221410	20221410	100221410	1	0	0	1	0	21_0_2h	0	玉容寂寞泪阑干，梨花一枝春带雨。	1000	147515	1000033	22101140	1000004	0	0	0	60240000	60240001	7	0	0	0	0	0	0	-1	0	0	21_0_2h
32101140	1	魂·梨雨裤	3	4	21	1093	7200	0	999	321	0	-1	0	0	0	0	0	0	1	0	5	5500	41	2143	10	32101140	10030	10321410	3	30321410	20321410	100321410	1	0	0	1	0	21_0_3h	0	玉容寂寞泪阑干，梨花一枝春带雨。	1000	147515	1000029	32101140	1000004	0	0	0	60340000	60340001	7	0	0	0	0	0	0	-1	0	0	21_0_3h
42101140	1	魂·梨雨护腕	4	4	21	1095	7200	0	999	421	0	-1	0	0	0	0	0	0	1	0	5	4500	42	2144	10	42101140	10040	10421410	3	30421410	20421410	100421410	2	0	0	1	0	21_0_4h	0	玉容寂寞泪阑干，梨花一枝春带雨。	1000	139387	1000030	42101140	1000004	0	0	0	60440000	60440001	7	0	0	0	0	0	0	-1	0	0	21_0_4h
52101140	1	魂·珠翠	5	4	21	1080	7200	0	999	521	0	-1	0	0	0	0	0	0	1	0	203	1650	43	2145	10	52101140	10050	10521410	3	30521410	20521410	100521410	3	0	0	1	0	21_0_5h	0	芙蓉不及美人妆，水殿风来珠翠香。	1000	204923	1000031	52101140	1000004	0	0	0	60540000	60540001	7	0	0	0	0	0	0	-1	0	0	21_0_5h
62101140	1	魂·沐雨	6	4	21	1091	7200	0	999	621	0	-1	0	0	0	0	0	0	1	0	203	1650	43	2146	10	62101140	10060	10621410	3	30621410	20621410	100621410	3	0	0	1	0	21_0_6h	0	悠然沐雨徐行，春色满山花漫天。	1000	204923	1000028	62101140	1000004	0	0	0	60640000	60640001	7	0	0	0	0	0	0	-1	0	0	21_0_6h
72101140	1	魂·梨雨护肩	7	4	21	1085	7200	0	999	721	0	-1	0	0	0	0	0	0	1	0	5	4500	42	2147	10	72101140	10070	10721410	3	30721410	20721410	100721410	2	0	0	1	0	21_0_7h	0	玉容寂寞泪阑干，梨花一枝春带雨。	1000	139387	1000061	72101140	1000004	0	0	0	60740000	60740001	7	0	0	0	0	0	0	-1	0	0	21_0_7h
82101140	1	魂·梨雨冠	8	4	21	1084	7200	0	999	821	0	-1	0	0	0	0	0	0	1	0	5	4500	42	2148	10	82101140	10080	10821410	3	30821410	20821410	100821410	2	0	0	1	0	21_0_8h	0	玉容寂寞泪阑干，梨花一枝春带雨。	1000	139387	1000060	82101140	1000004	0	0	0	60840000	60840001	7	0	0	0	0	0	0	-1	0	0	21_0_8h
92101140	1	魂·梨雨履	9	4	21	1099	7200	0	999	921	0	-1	0	0	0	0	0	0	1	0	5	4500	42	2149	10	92101140	10090	10921410	3	30921410	20921410	100921410	2	0	0	1	0	21_0_9h	0	玉容寂寞泪阑干，梨花一枝春带雨。	1000	139387	1000054	92101140	1000004	0	0	0	60940000	60940001	7	0	0	0	0	0	0	-1	0	0	21_0_9h
2101150	1	魂·回雪	0	5	21	2100	7200	0	999	21	0	-1	0	0	0	0	0	0	1	0	5	6500	51	2150	10	2101150	10000	10021510	3	30021510	20021510	100021510	1	0	0	1	0	21_0_0h	0	轻云蔽月，流风回雪。	1000	147579	1000026	2101150	1000004	0	0	0	60050000	60050001	7	0	0	0	0	0	0	-1	0	0	21_0_0h
12101150	1	魂·雪心裳	1	5	21	2106	7200	0	999	121	0	-1	0	0	0	0	0	0	1	0	5	6500	51	2151	10	12101150	10010	10121510	3	30121510	20121510	100121510	1	0	0	1	0	21_0_1h	0	雪心玉壶，迷梦百转。	1000	147579	1000032	12101150	1000004	0	0	0	60150000	60150001	7	0	0	0	0	0	0	-1	0	0	21_0_1h
22101150	1	魂·雪心带	2	5	21	2116	7200	0	999	221	0	-1	0	0	0	0	0	0	1	0	5	6500	51	2152	10	22101150	10020	10221510	3	30221510	20221510	100221510	1	0	0	1	0	21_0_2h	0	雪心玉壶，迷梦百转。	1000	147579	1000033	22101150	1000004	0	0	0	60250000	60250001	7	0	0	0	0	0	0	-1	0	0	21_0_2h
32101150	1	魂·雪心裙	3	5	21	2113	7200	0	999	321	0	-1	0	0	0	0	0	0	1	0	5	6500	51	2153	10	32101150	10030	10321510	3	30321510	20321510	100321510	1	0	0	1	0	21_0_3h	0	雪心玉壶，迷梦百转。	1000	147579	1000029	32101150	1000004	0	0	0	60350000	60350001	7	0	0	0	0	0	0	-1	0	0	21_0_3h
42101150	1	魂·雪心护腕	4	5	21	2115	7200	0	999	421	0	-1	0	0	0	0	0	0	1	0	5	5500	52	2154	10	42101150	10040	10421510	3	30421510	20421510	100421510	2	0	0	1	0	21_0_4h	0	雪心玉壶，迷梦百转。	1000	139515	1000030	42101150	1000004	0	0	0	60450000	60450001	7	0	0	0	0	0	0	-1	0	0	21_0_4h
