属性池ID(1位类型<1白点2精炼属性池3蓝色属性池4法球属性池5称号属性池（5开头，5000+2位流水++1位流水+1位流水：占段走流水号），6系统（活动或玩法或系统ID,70（仙道秘法，2位职业+2位大境界+1位小层次）），7符印属性池（8+5位携带类型+2位流水）8坐骑外观属性池（80+外观ID，8+坐骑ID+1位流水）9伙伴属性池>+2位部位+2位职业+1位颜色+1位魂神+1位流水)(白色属性最多3条，蓝色属性最多5条，装备下上极品按照第一条白色属性品质来算)	副键流水号	有效标志	属性类型(1，为属性值；2为百分比属性，3，为主动技能；4为被动技能；5为技能天赋，6为主动攻击法球，7为被击触发法球，8为破招法球，9为格挡法球，10符印天地人(<0无，1天，2地，3人>)	属性枚举类型（法球对应的技能iD）	生成几率（法球的触发几率）	付费生成几率	品质1下属性等级（法球CD，单位秒），符印1档属性	品质2下属性等级（法球对应的技能等级），符印2档属性	品质3下属性等级，法球的时候代表法球加到玩家身上是否处于CD中（0是加上后要先走一遍CD、1是加上后可以立马被触发），，符印3档属性	品质4下属性等级，符印4档属性	品质5下属性等级，符印5档属性	品质6下属性等级，符印6档属性	品质7下属性等级，符印7档属性	品质8下属性等级，符印8档属性	品质9下属性等级，符印9档属性	品质10下属性等级，符印10档属性	品质11下属性等级（逆天封顶值，实际上不存在第11档，必定逆天时才用），符印10档属性满	品质1下属性的战力值	品质2下属性的战力值	品质3下属性的战力值	品质4下属性的战力值	品质5下属性的战力值	品质6下属性的战力值	品质7下属性的战力值	品质8下属性的战力值	品质9下属性的战力值	品质10下属性的战力值	品质11下属性的战力值	品质系数ID	通用参数(强化时为放大系数，精炼时为所属星级)，符印的话（0无，1天，2地，3人） 
20021400	9	1	1	1007	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20021400	10	1	1	1070	10000	10000	840	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20121400	1	1	1	1068	10000	10000	233	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20121400	2	1	1	1010	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20121400	3	1	1	1008	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20121400	4	1	1	1068	10000	10000	467	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20121400	5	1	1	1010	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20121400	6	1	1	1008	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20121400	7	1	1	1068	10000	10000	700	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20121400	8	1	1	1008	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20121400	9	1	1	1010	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20121400	10	1	1	1068	10000	10000	933	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20221400	1	1	1	1072	10000	10000	3363	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20221400	2	1	1	1006	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20221400	3	1	1	1075	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20221400	4	1	1	1072	10000	10000	6725	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20221400	5	1	1	1006	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20221400	6	1	1	1075	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20221400	7	1	1	1072	10000	10000	10088	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20221400	8	1	1	1075	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20221400	9	1	1	1006	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20221400	10	1	1	1072	10000	10000	13451	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20321400	1	1	1	1071	10000	10000	233	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20321400	2	1	1	1010	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20321400	3	1	1	1008	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20321400	4	1	1	1071	10000	10000	467	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20321400	5	1	1	1010	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20321400	6	1	1	1008	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20321400	7	1	1	1071	10000	10000	700	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20321400	8	1	1	1008	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20321400	9	1	1	1010	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20321400	10	1	1	1071	10000	10000	933	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20421400	1	1	1	1065	10000	10000	78	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20421400	2	1	1	1007	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20421400	3	1	1	1011	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20421400	4	1	1	1065	10000	10000	155	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20421400	5	1	1	1007	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20421400	6	1	1	1011	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20421400	7	1	1	1065	10000	10000	233	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20421400	8	1	1	1011	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20421400	9	1	1	1007	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20421400	10	1	1	1065	10000	10000	311	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20521400	1	1	1	1065	10000	10000	78	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20521400	2	1	1	1007	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20521400	3	1	1	1011	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20521400	4	1	1	1065	10000	10000	155	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20521400	5	1	1	1007	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20521400	6	1	1	1011	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20521400	7	1	1	1065	10000	10000	233	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20521400	8	1	1	1011	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20521400	9	1	1	1007	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20521400	10	1	1	1065	10000	10000	311	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20621400	1	1	1	1065	10000	10000	78	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20621400	2	1	1	1006	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20621400	3	1	1	1075	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20621400	4	1	1	1065	10000	10000	155	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20621400	5	1	1	1006	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20621400	6	1	1	1075	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20621400	7	1	1	1065	10000	10000	233	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20621400	8	1	1	1075	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20621400	9	1	1	1006	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20621400	10	1	1	1065	10000	10000	311	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20721400	1	1	1	1072	10000	10000	3363	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20721400	2	1	1	1006	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20721400	3	1	1	1075	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20721400	4	1	1	1072	10000	10000	6725	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20721400	5	1	1	1006	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20721400	6	1	1	1075	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20721400	7	1	1	1072	10000	10000	10088	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20721400	8	1	1	1075	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20721400	9	1	1	1006	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20721400	10	1	1	1072	10000	10000	13451	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20821400	1	1	1	1070	10000	10000	210	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20821400	2	1	1	1074	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20821400	3	1	1	1005	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20821400	4	1	1	1070	10000	10000	420	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20821400	5	1	1	1074	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20821400	6	1	1	1005	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20821400	7	1	1	1070	10000	10000	630	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20821400	8	1	1	1005	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20821400	9	1	1	1074	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20821400	10	1	1	1070	10000	10000	840	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20921400	1	1	1	1072	10000	10000	3363	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	201	1
20921400	2	1	1	1074	10000	10000	140	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	201	2
20921400	3	1	1	1005	10000	10000	175	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	201	3
20921400	4	1	1	1072	10000	10000	6725	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	201	4
20921400	5	1	1	1074	10000	10000	245	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	5
20921400	6	1	1	1005	10000	10000	280	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	201	6
20921400	7	1	1	1072	10000	10000	10088	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	201	7
20921400	8	1	1	1005	10000	10000	385	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	8
20921400	9	1	1	1074	10000	10000	561	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	201	9
20921400	10	1	1	1072	10000	10000	13451	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	201	10
20021500	1	1	1	1070	10000	10000	289	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20021500	2	1	1	1007	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20021500	3	1	1	1011	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20021500	4	1	1	1070	10000	10000	478	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20021500	5	1	1	1007	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20021500	6	1	1	1011	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20021500	7	1	1	1070	10000	10000	716	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20021500	8	1	1	1011	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20021500	9	1	1	1007	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20021500	10	1	1	1070	10000	10000	955	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20121500	1	1	1	1068	10000	10000	266	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20121500	2	1	1	1010	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20121500	3	1	1	1008	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20121500	4	1	1	1068	10000	10000	531	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20121500	5	1	1	1010	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20121500	6	1	1	1008	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20121500	7	1	1	1068	10000	10000	797	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20121500	8	1	1	1008	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20121500	9	1	1	1010	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20121500	10	1	1	1068	10000	10000	1062	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20221500	1	1	1	1072	10000	10000	3454	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20221500	2	1	1	1006	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20221500	3	1	1	1075	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20221500	4	1	1	1072	10000	10000	6907	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20221500	5	1	1	1006	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20221500	6	1	1	1075	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20221500	7	1	1	1072	10000	10000	10361	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20221500	8	1	1	1075	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20221500	9	1	1	1006	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20221500	10	1	1	1072	10000	10000	13815	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20321500	1	1	1	1071	10000	10000	266	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20321500	2	1	1	1010	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20321500	3	1	1	1008	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20321500	4	1	1	1071	10000	10000	531	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20321500	5	1	1	1010	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20321500	6	1	1	1008	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20321500	7	1	1	1071	10000	10000	797	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20321500	8	1	1	1008	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20321500	9	1	1	1010	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20321500	10	1	1	1071	10000	10000	1062	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20421500	1	1	1	1065	10000	10000	88	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20421500	2	1	1	1007	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20421500	3	1	1	1011	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20421500	4	1	1	1065	10000	10000	177	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20421500	5	1	1	1007	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20421500	6	1	1	1011	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20421500	7	1	1	1065	10000	10000	265	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20421500	8	1	1	1011	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20421500	9	1	1	1007	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20421500	10	1	1	1065	10000	10000	353	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20521500	1	1	1	1065	10000	10000	88	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20521500	2	1	1	1007	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20521500	3	1	1	1011	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20521500	4	1	1	1065	10000	10000	177	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20521500	5	1	1	1007	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20521500	6	1	1	1011	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20521500	7	1	1	1065	10000	10000	265	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20521500	8	1	1	1011	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20521500	9	1	1	1007	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20521500	10	1	1	1065	10000	10000	353	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20621500	1	1	1	1065	10000	10000	88	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20621500	2	1	1	1006	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20621500	3	1	1	1075	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20621500	4	1	1	1065	10000	10000	177	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20621500	5	1	1	1006	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20621500	6	1	1	1075	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20621500	7	1	1	1065	10000	10000	265	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20621500	8	1	1	1075	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20621500	9	1	1	1006	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20621500	10	1	1	1065	10000	10000	353	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20721500	1	1	1	1072	10000	10000	3454	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20721500	2	1	1	1006	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20721500	3	1	1	1075	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20721500	4	1	1	1072	10000	10000	6907	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20721500	5	1	1	1006	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20721500	6	1	1	1075	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20721500	7	1	1	1072	10000	10000	10361	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20721500	8	1	1	1075	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20721500	9	1	1	1006	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20721500	10	1	1	1072	10000	10000	13815	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20821500	1	1	1	1070	10000	10000	239	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20821500	2	1	1	1074	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20821500	3	1	1	1005	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20821500	4	1	1	1070	10000	10000	478	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20821500	5	1	1	1074	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20821500	6	1	1	1005	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20821500	7	1	1	1070	10000	10000	716	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20821500	8	1	1	1005	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20821500	9	1	1	1074	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20821500	10	1	1	1070	10000	10000	955	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20921500	1	1	1	1072	10000	10000	3454	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20921500	2	1	1	1074	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20921500	3	1	1	1005	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20921500	4	1	1	1072	10000	10000	6907	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20921500	5	1	1	1074	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20921500	6	1	1	1005	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20921500	7	1	1	1072	10000	10000	10361	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20921500	8	1	1	1005	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20921500	9	1	1	1074	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20921500	10	1	1	1072	10000	10000	13815	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20021600	1	1	1	1070	10000	10000	381	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20021600	2	1	1	1007	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
