道具ID(9位，4位表现分类+3位等级+2位流水；道具ID首位从3开始，由于道具和装备同一套规划，所以ID段划分。300000000~900000000之间为道具，卡牌为5开头。9为虚拟装备)	有效标志	道具名	表现分类，对应另外一张配置表，这里配的是表现分类ID，规则就是道具ID的前四位	颜色(0白（废弃不要用），1绿，2蓝，3紫，4橙，5青，6红，7粉)	背包位置(0普通道具背包，1碎片)	有效期，-1为无限期，大于0则为道具的存在时间，单位为秒	绑定方式(0不绑定，1获得绑定，2使用绑定)	消耗数量，每次使用道具消耗的数量，碎片类的在TIPS上显示就是合成的数量	叠加上限	出售货币（填0不可出售-出售价格必须为1、大于10000表示道具）	出售价格	等级限制下限	等级限制上限	境界限制下限	境界限制上限	无用字段（原来是次数限制，但已经改成走消耗系统了）	效果对象（0角色，1宠物）	效果类型（0无用，1事件，2drop型宝箱（客户端不预览，dropid+成就ID+是否播放表现），3永久属性，4经文碎片（自动使用），5获得灵宠，6获得招式，7获得法器，8获得血脉，9获得血脉精血，10灵宠灵元，11灵宠亲密度，12战斗力宝箱(掉落id+战力)，13次数限制，14成就触发，15使用技能，16称号，17藏宝图（事件ID、展示奖励ID、地点ID），18获得坐骑（参数1坐骑ID，参数2持续时间），19提升膜拜等级（叁数1物品使用要求的玩家光荣榜等级、叁数2物品使用后玩家光荣榜的等级），20获得学院DKP，21醒酒道具，22灵宠技能书，23获得组队经验加成状态（参数1：加成后的百分比(双倍就是200)，参数2：加成的时间：单位秒），24周月卡（参数1类型位域<月卡2+周卡1>，参数2持续时间<单位秒>，25情缘赏花道具(不能销毁），26reward型宝箱（客户端有预览，可以自动使用，参数1ID，参数2是否弹黑框），27修炼酒，28奖励多选，29时装激活，30限时时装，31喜帖，32红包参数1填祝福ID,33改名道具，34改性别道具，36地宫钥匙，37主播礼物--可能没用了）	效果参数1（类型为0则无用，事件ID，掉落ID，属性枚举，经文类别，成就ID下限）	效果参数2（类型为0则无用，技能等级，掉落无用，属性数值，事件无用，次数无用，称号无用，成就ID上限）	效果参数3（成就触发次数）	效果参数4（0标识此绑定继续走掉落规则决定是否绑定，1标识由服务器通用规则来决定是否绑定）	任选礼包展示（如果坐骑礼包、宠物礼包这种的选择类道具，这个地方配一个NPC_type来显示模型）	特殊消耗类型（0无特殊消耗，1对应消耗表ID）	特殊消耗参数1(0无用，1为对应消耗表的副ID)	状态限制ID(特殊消耗参数2)	地点限制ID(特殊消耗参数3)	删除方式(0无，1跳副本删除)	是否自动使用(0不自动，1为自动使用，需与掉落配合)	获得广播说明(位域，0不广播，1掉落拾取，2开宝箱,4制造广播，2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	拍卖分类	摆摊价格	特殊标示位（位域，1该道具是否可以赠送）	读条类型	读条时间，毫秒	男图标前景ID（后面要改名成FontImageID_male）	女图标前景ID	男图标背景ID（后面要改名成BackImageID_male）	女图标背景ID	掉落图标ID	掉落特效ID	合成预览ID(根据职业不同配置不同，示例（六个职业）100111001|100111002|100111003|100111004|100111005|100111006)	道具描述	来源对象ID	掉落飞入特效ID	使用后触发脚本	掉落彰显状态限制（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来）	掉落彰显表现（1紫色光柱、2橙色光柱）	物品品质（0无，1魂，2神）	使用文字	标签类型(1可鉴定，2可合成，3可魂化，4可镶嵌）装备是默认为可装备的	道具阶级	UI飞入特效（0默认飞入特效，1稀有装备、2稀有碎片、3上古装备、4上古碎片、5其他） 
300200103	1	尚书残页	3002	3	0	-1	1	1	999	203	2000	1	7999	0	999	0	0	4	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_003	item40_003	0	1000161	0	用于合成或感悟升级《尚书》经文	300200103	3	0	0	0	0	合成	0	0	0
300200104	1	礼记残页	3002	3	0	-1	1	1	999	203	2000	1	7999	0	999	0	0	4	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_004	item40_004	0	1000161	0	用于合成或感悟升级《礼记》经文	300200104	3	0	0	0	0	合成	0	0	0
300200105	1	周易残页	3002	3	0	-1	1	1	999	203	2000	1	7999	0	999	0	0	4	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000161	0	用于合成或感悟升级《周易》经文	300200105	3	0	0	0	0	合成	0	0	0
300200106	1	孟子残页	3002	3	0	-1	1	1	999	203	2000	1	7999	0	999	0	0	4	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_006	item40_006	0	1000161	0	用于合成或感悟升级《孟子》经文	300200106	3	0	0	0	0	合成	0	0	0
300200107	0	威仪经文残页	3002	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	4	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_007	item40_007	0	1000161	0	用于合成或感悟升级《威仪》经文	300200107	3	0	0	0	0	合成	0	0	0
300200108	0	方法经文残页	3002	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	4	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_008	item40_008	0	1000161	0	用于合成或感悟升级《方法》经文	300200108	3	0	0	0	0	合成	0	0	0
300200109	0	众术经文残页	3002	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	4	9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_009	item40_009	0	1000161	0	用于合成或感悟升级《众术》经文	300200109	3	0	0	0	0	合成	0	0	0
300200110	0	记传经文残页	3002	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	4	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_010	item40_010	0	1000161	0	用于合成或感悟升级《记传》经文	300200110	3	0	0	0	0	合成	0	0	0
300200111	0	赞颂经文残页	3002	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	4	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_011	item40_011	0	1000161	0	用于合成或感悟升级《赞颂》经文	300200111	3	0	0	0	0	合成	0	0	0
300200112	0	章表经文残页	3002	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	4	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	item40_012	item40_012	0	1000161	0	用于合成或感悟升级《章表》经文	300200112	3	0	0	0	0	合成	0	0	0
300400001	0	离线令	3004	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item10_146	item10_146	0	1000062	0	免费找回昨天错过的活动奖励时需要消耗的道具	300400001	0	0	0	0	0	使用	0	0	0
300500001	1	信物	3005	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item00_103	item00_103	0	1000062	0	击杀剑池巨兽的证明，可在[剑池迷之商人]处兑换奖励	0	0	0	0	0	0	使用	0	0	0
300500002	1	荣誉	3005	3	0	-1	1	1	999	203	1	1	7999	0	999	0	0	3	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_013	item99_013	0	1000062	0	使用获得10个魔符，是通关封魔塔试炼的凭证，可在封魔塔[血界商店]兑换奖励	9	0	0	0	0	0	使用	0	0	0
300500003	0	膜拜银牌	3005	3	0	-1	1	1	999	203	1	30	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item10_129	item10_129	0	1000062	0	膜拜银牌通过光荣榜上榜玩家人气值排名奖励获得，可在膜拜商店兑换物品	300500003	0	0	0	0	0	使用	0	0	0
300500004	0	膜拜金牌	3005	4	0	-1	1	1	999	203	1	30	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item10_130	item10_130	0	1000062	0	膜拜金牌通过光荣榜上榜玩家人气值第一排名奖励获得，可在膜拜商店兑换物品	300500004	0	0	0	0	0	使用	0	0	0
300500005	1	第一名膜拜宝箱	3005	3	0	-1	1	1	999	203	10000	30	7999	0	999	0	0	2	302603	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item10_002	item10_002	0	1000062	0	恭喜您夺得昨日膜拜榜第一名，以兹奖励。	0	0	0	0	0	0	打开	0	0	0
300500006	1	第二名膜拜宝箱	3005	2	0	-1	1	1	999	203	8000	30	7999	0	999	0	0	2	302604	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item10_002	item10_002	0	1000062	0	恭喜您夺得昨日膜拜榜第二名，以兹奖励。	0	0	0	0	0	0	打开	0	0	0
300500007	1	第三名膜拜宝箱	3005	1	0	-1	1	1	999	203	6000	30	7999	0	999	0	0	2	302605	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item10_002	item10_002	0	1000062	0	恭喜您夺得昨日膜拜榜第三名，以兹奖励。	0	0	0	0	0	0	打开	0	0	0
300500009	1	霓裳币	3005	3	0	-1	1	1	40000	203	200	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_017	item99_017	0	1000062	0	可在外观商城中兑换各种时装、坐骑。可通过阵营刺探、答题、迷宫中获得。	300500009	0	300500009	0	0	0	兑换	0	0	0
300500010	0	铸造币	3005	2	0	-1	1	1	999	203	1	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_019	item99_019	0	1000062	0	帮派兑换库通用的货币，可在帮派兑换库中兑换各种饰品装备、铸造材料，也可以出售给系统换取20帮贡。	300500010	0	0	0	0	0	使用	0	0	0
300500011	1	古钱币	3005	3	0	-1	1	1	999	203	200	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_024	item99_024	0	1000062	0	上古宗门所铸古钱，当今灵宝坊主人古月正在收集，可在灵宝坊内兑换灵宝时装。	300500011	0	300500011	0	0	0	兑换	0	0	0
300500012	1	活动币	3005	3	0	-1	1	1	40000	0	0	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item97_007	item97_007	0	1000062	0	用于活动商店中兑换物品。每周六、日活跃度礼包产出少量、节日活动活跃度礼包产出大量、节日活动玩法产出中量、活动商店-限时特惠商店中购买礼包可获得	300500012	0	300500010	0	0	0	兑换	0	0	0
300700101	0	低级铜币矿	3007	1	0	-1	1	1	100	203	1	1	7999	0	999	0	0	26	60000001	0	0	0	0	80050	1	0	0	0	0	0	0	0	1	0	0	0	0	item10_123	item10_123	0	1000162	0	每天可用<color=#2dbf53>4次</color>（各种颜色铜币矿共享此次数，尊享2级后增加1次每日次数）\n使用后获得一定的铜币，但数量只有中级矿的一半，可用5个熔炼成1个蓝色的中级铜币矿	300700101	0	0	0	0	0	使用	0	0	0
300700102	0	中级铜币矿	3007	2	0	-1	1	1	100	203	1	1	7999	0	999	0	0	26	60000002	0	0	0	0	80050	1	0	0	0	0	0	0	0	1	0	0	0	0	item10_124	item10_124	0	1000162	0	每天可用<color=#2dbf53>4次</color>（各种颜色铜币矿共享此次数，尊享2级后增加1次每日次数）\n使用后获得一定的铜币，但数量只有高级矿的一半，可用5个熔炼成1个紫色的高级铜币矿	300700102	0	0	0	0	0	使用	0	0	0
300700103	0	高级铜币矿	3007	3	0	-1	1	1	100	203	1	1	7999	0	999	0	0	26	60000003	0	0	0	0	80050	1	0	0	0	0	0	0	0	1	0	0	0	0	item10_125	item10_125	0	1000162	0	每天可用<color=#2dbf53>4次</color>（各种颜色铜币矿共享此次数，尊享2级后增加1次每日次数）\n使用后获得一定的铜币，但数量只有特级矿的1/3，可用5个熔炼成1个橙色的特级铜币矿	300700102	0	0	0	0	0	使用	0	0	0
300700104	0	特级铜币矿	3007	4	0	-1	1	1	100	203	1	1	7999	0	999	0	0	26	60000004	0	0	0	0	80050	1	0	0	0	0	0	0	0	1	0	0	0	0	item10_126	item10_126	0	1000162	0	每天可用<color=#2dbf53>4次</color>（各种颜色铜币矿共享此次数，尊享2级后增加1次每日次数）\n最好的铜币矿，使用后获得的铜币是高级矿的3倍，不可再熔炼升级	300700102	0	0	0	0	0	使用	0	0	0
300701001	0	荣誉令	3007	2	0	-1	1	1	100	203	1	1	7999	0	999	0	0	3	9	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_013	item99_013	0	1000063	0	使用后获得90点荣誉	300701001	0	0	0	0	0	使用	0	0	0
300701002	0	荣誉令	3007	3	0	-1	1	1	100	203	1	1	7999	0	999	0	0	3	9	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_013	item99_013	0	1000063	0	使用后获得270点荣誉	300701002	0	0	0	0	0	使用	0	0	0
300701003	0	荣誉令	3007	4	0	-1	1	1	100	203	1	1	7999	0	999	0	0	3	9	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_013	item99_013	0	1000063	0	使用后获得810点荣誉	300701003	0	0	0	0	0	使用	0	0	0
300701004	0	荣誉令	3007	6	0	-1	1	1	100	203	1	1	7999	0	999	0	0	3	9	2430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_013	item99_013	0	1000063	0	使用后获得2430点荣誉	300701004	0	0	0	0	0	使用	0	0	0
300702001	0	军功令	3007	2	0	-1	1	1	100	203	1	1	7999	0	999	0	0	3	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_008	item99_008	0	1000063	0	使用后获得100点军功	300702001	0	0	0	0	0	使用	0	0	0
300702002	0	军功令	3007	3	0	-1	1	1	100	203	1	1	7999	0	999	0	0	3	2	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_008	item99_008	0	1000063	0	使用后获得300点军功	300702002	0	0	0	0	0	使用	0	0	0
300702003	0	军功令	3007	4	0	-1	1	1	100	203	1	1	7999	0	999	0	0	3	2	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_008	item99_008	0	1000063	0	使用后获得900点军功	300702003	0	0	0	0	0	使用	0	0	0
300702004	0	军功令	3007	6	0	-1	1	1	100	203	1	1	7999	0	999	0	0	3	2	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item99_008	item99_008	0	1000063	0	使用后获得2700点军功	300702004	0	0	0	0	0	使用	0	0	0
300800101	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800102	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800103	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800104	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800105	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800106	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800107	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800108	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800109	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800110	1	婚戒	3008	7	0	-1	1	1	1	203	100000	1	7999	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_001	item61_001	0	1000062	0	结婚专用，需要队长拥有婚戒才能申请结婚（执子之手，与子携老，愿有情人终成眷属）	0	0	0	0	0	0	使用	0	0	0
300800201	1	喜帖	3008	6	0	259200	1	1	1	0	0	1	7999	0	999	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item61_002	item61_002	0	1000062	0	结婚喜帖，爱的见证！\n点击查阅详情	0	0	0	0	0	0	查阅	0	0	0
300800301	1	小红包	3008	6	0	-1	1	1	100	205	10	1	7999	0	999	0	0	3	205	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item10_163	item10_163	0	1000062	0	婚礼上土豪洒下的红包雨，几乎每个人都能获得！\n拆开获得10绑元	0	0	0	0	0	0	拆开	0	0	0
300901001	1	[称号]初窥门径	3009	1	0	-1	1	1	1	300500009	100	1	7999	0	999	0	0	16	1001	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_143	item10_143	0	1000062	0	使用后获得称号：[称号]初窥门径。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901002	1	[称号]融会贯通	3009	2	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1002	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_143	item10_143	0	1000062	0	使用后获得称号：[称号]融会贯通。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901101	1	[称号]铁血战神	3009	4	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1101	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_144	item10_144	0	1000062	0	使用后获得称号：[称号]铁血战神。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901102	1	[称号]威震八方	3009	4	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1102	0	0	0	0	0	0	0	0	0	1	16379	0	0	0	0	0	0	0	item10_144	item10_144	0	1000062	0	使用后获得称号：[称号]威震八方。出售可获得霓裳币。	300901102	0	300901001	0	0	0	使用	0	0	0
300901103	1	[称号]唯我独尊	3009	4	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1103	0	0	0	0	0	0	0	0	0	1	16379	0	0	0	0	0	0	0	item10_144	item10_144	0	1000062	0	使用后获得称号：[称号]唯我独尊。出售可获得霓裳币。	300901103	0	300901001	0	0	0	使用	0	0	0
300901104	1	[称号]天下无双	3009	4	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1104	0	0	0	0	0	0	0	0	0	1	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]天下无双。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901105	1	[称号]倾国倾城	3009	3	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1105	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_144	item10_144	0	1000062	0	使用后获得称号：[称号]倾国倾城。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901106	1	[称号]时尚教主	3009	3	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1106	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]时尚教主。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901107	1	[称号]魅力无限	3009	3	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1107	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]魅力无限。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901108	1	[称号]才子佳人	3009	3	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1108	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]才子佳人。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901109	1	[称号]护花使者	3009	3	0	-1	1	1	1	300500009	20	30	7999	0	999	0	0	16	1109	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]护花使者。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901110	1	[称号]守护天使	3009	3	0	-1	1	1	1	300500009	20	30	7999	0	999	0	0	16	1110	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]守护天使。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901111	1	[称号]至尊蓝颜	3009	4	0	-1	1	1	1	300500009	20	30	7999	0	999	0	0	16	1111	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]至尊蓝颜。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901112	1	[称号]倾城佳人	3009	4	0	-1	1	1	1	300500009	20	30	7999	0	999	0	0	16	1112	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]倾城佳人。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901113	1	[称号]独孤求败	3009	6	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1113	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]独孤求败。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901114	1	[称号]比翼齐飞	3009	6	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1114	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]比翼齐飞。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901115	1	[称号]跨凤乘鸾	3009	6	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1115	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]跨凤乘鸾。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901201	1	[称号]天下第一帮	3009	4	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1201	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]天下第一帮。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901202	1	[称号]十大帮派	3009	3	0	-1	1	1	1	300500009	500	30	7999	0	999	0	0	16	1202	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]十大帮派。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901203	1	[称号]精英帮派	3009	2	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1203	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]精英帮派。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901204	1	[称号]情定长生	3009	3	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1204	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]情定长生。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901205	1	[称号]鱼行天下	3009	3	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1205	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]鱼行天下。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901206	1	[称号]执手长生	3009	3	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1206	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]执手长生。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901207	1	[称号]逐梦飞仙	3009	3	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1207	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]逐梦飞仙。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901208	1	[称号]不负相见	3009	3	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1208	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]不负相见。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901209	1	[称号]应用宝上仙	3009	3	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1209	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]应用宝上仙。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901210	1	[称号]应用宝上神	3009	4	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1210	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]应用宝上神。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
300901211	1	[称号]千手观音	3009	2	0	-1	1	1	1	300500009	100	30	7999	0	999	0	0	16	1211	0	0	0	0	0	0	0	0	0	0	16379	0	0	0	0	0	0	0	item10_142	item10_142	0	1000062	0	使用后获得称号：[称号]千手观音。出售可获得霓裳币。	0	0	300901001	0	0	0	使用	0	0	0
