成就ID(普通历练通关：1~300，普通历练三星：301~600，历练章节通关：601~650，历练章节满星：651~700，主线及系统开放：701~770，境界突破：771~800，目标成就：801~1700，目标零散1701~2100，魂装配方：2101~2140，七日成就2141~2300，充值首购2301~2350,祝福2351~2450，坐骑2451~2500，引导页2501~2600，引导成就2601-2650，灵宠购买限制2701~2800，封魔塔boss击杀成就2801~2850，海外首充成就2851~2900，仙道秘法成就2901~3000)	有效标志位	最大进度	完成类型(0自动完成，1手动完成)	前置成就ID	奖励道具ID	奖励道具数	奖励货币类型	奖励货币数	特殊奖励ID（已经改成通过reward_id来做，而不是drop了）	广播类型	广播内容	广播限制	触发成就1	触发成就2	触发成就3	触发成就4	触发成就5	触发事件	成就类型（0是普通成就，1是经脉成就，2是战灵碑成就）	状态限制(仅领取时有效，自动完成的不会有效果)	成就点数	触发祝福ID	触发邮件ID	增加战力值	触发脚本	待领奖时触发脚本	描述
1584	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4108504	佩戴任意3张紫卡升到4星
1585	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4108704	佩戴任意5张橙卡升到6星
1586	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备2个橙卡牌
1587	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备3个橙卡牌
1588	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6个紫卡牌升到3星
1589	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3个橙卡牌升到2星
1590	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3个橙卡牌升到7星
1591	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	重铸1个橙色卡牌使其属性超过上限的50%
1592	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备5个橙卡牌
1593	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1个橙卡牌重铸到完美
1594	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6个橙卡牌升到2星
1595	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4108804	佩戴任意3张红卡升到4星
1596	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4108904	佩戴任意5张红卡升到6星
1597	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
1598	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
1599	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	重铸4个橙色卡牌使其属性超过上限的50%
1600	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备8个卡牌
1601	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9个橙卡牌升到2星
1602	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8个橙卡牌升到7星
1603	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4个橙卡牌重铸到完美
1604	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备1个橙色魂卡牌
1605	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8个橙卡牌重铸到完美
1606	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9个橙卡牌升到3星
1607	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6个橙卡牌重铸到完美
1608	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备12个橙卡牌
1609	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12个橙卡牌重铸到完美
1610	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
1611	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
1612	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
1613	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
1614	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	重铸8个橙色卡牌使其属性超过上限的50%
1615	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12个橙卡牌升到3星
1616	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12个橙卡牌升到7星
1617	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
1618	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
1700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	卡牌结束，零散开始
1701	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶武器
1702	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶衣服
1703	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶裤子
1704	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶腰带
1705	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶帽子
1706	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶护肩
1707	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶手套
1708	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶鞋子
1709	1	1	0	0	0	0	0	0	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶手精炼到2星
1710	1	1	0	0	0	0	0	0	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶鞋精炼到2星
1711	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶项链
1712	1	1	0	0	0	0	0	0	0	0	0	0	801	2501	0	0	0	0	0	0	0	0	0	0	0	0	稀有一阶戒指
1713	1	1	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶手
1714	1	1	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶鞋
1715	1	1	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶稀有头
1716	1	1	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶稀有肩
1717	1	1	0	0	0	0	0	0	0	0	0	0	722	2502	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶稀有武
1718	1	1	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶稀有衣
1719	1	1	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶稀有裤
1720	1	1	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶稀有腰
1721	1	1	0	0	0	0	0	0	0	0	0	0	703	738	0	0	0	0	0	0	0	0	0	0	0	0	一阶头完美
1722	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶肩完美
1723	1	1	0	0	0	0	0	0	0	0	0	0	873	874	2535	0	0	0	0	0	0	0	0	0	0	0	二阶武完美
1724	1	1	0	0	0	0	0	0	0	0	0	0	873	874	2535	0	0	0	0	0	0	0	0	0	0	0	二阶衣完美
1725	1	1	0	0	0	0	0	0	0	0	0	0	873	874	2535	0	0	0	0	0	0	0	0	0	0	0	二阶裤完美
1726	1	1	0	0	0	0	0	0	0	0	0	0	873	874	2535	0	0	0	0	0	0	0	0	0	0	0	二阶腰完美
1727	1	1	0	0	0	0	0	0	0	0	0	0	873	874	745	2535	0	0	0	0	0	0	0	0	0	0	二阶头完美
1728	1	1	0	0	0	0	0	0	0	0	0	0	873	874	745	2535	0	0	0	0	0	0	0	0	0	0	二阶肩完美
1729	1	1	0	0	0	0	0	0	0	0	0	0	873	874	752	2535	0	0	0	0	0	0	0	0	0	0	二阶手完美
1730	1	1	0	0	0	0	0	0	0	0	0	0	873	874	752	2535	0	0	0	0	0	0	0	0	0	0	二阶鞋完美
1731	1	1	0	0	0	0	0	0	0	0	0	0	873	874	2535	0	0	0	0	0	0	0	0	0	0	0	二阶链完美
1732	1	1	0	0	0	0	0	0	0	0	0	0	873	874	2535	0	0	0	0	0	0	0	0	0	0	0	二阶戒完美
1733	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶武完美
1734	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶衣完美
1735	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶裤完美
1736	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶腰完美
1737	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶头完美
1738	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶肩完美
1739	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶手完美
1740	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶鞋完美
1741	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶链完美
1742	1	1	0	0	0	0	0	0	0	0	0	0	878	879	738	2535	0	0	0	0	0	0	0	0	0	0	三阶戒完美
1743	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶武完美
1744	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶衣完美
1745	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶裤完美
1746	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶腰完美
1747	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶头完美
1748	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶肩完美
1749	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶手完美
1750	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶鞋完美
1751	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶链完美
1752	1	1	0	0	0	0	0	0	0	0	0	0	883	884	738	2535	0	0	0	0	0	0	0	0	0	0	四阶戒完美
1753	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶武完美
1754	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶衣完美
1755	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶裤完美
1756	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶腰完美
1757	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶头完美
1758	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶肩完美
1759	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶手完美
1760	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶鞋完美
1761	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶链完美
1762	1	1	0	0	0	0	0	0	0	0	0	0	888	889	738	0	0	0	0	0	0	0	0	0	0	0	五阶戒完美
1763	1	1	0	0	0	0	0	0	0	0	0	0	2367	2368	2369	2370	0	0	0	0	0	0	0	0	0	0	祝福-零散-武器魂装
1764	1	1	0	0	0	0	0	0	0	0	0	0	2368	2369	2370	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-衣服魂装
1765	1	1	0	0	0	0	0	0	0	0	0	0	2368	2369	2370	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-裤子魂装
1766	1	1	0	0	0	0	0	0	0	0	0	0	2368	2369	2370	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1767	1	1	0	0	0	0	0	0	0	0	0	0	2369	2370	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-头盔魂装
1768	1	1	0	0	0	0	0	0	0	0	0	0	2369	2370	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-护肩魂装
1769	1	1	0	0	0	0	0	0	0	0	0	0	2369	2370	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-手套魂装
1770	1	1	0	0	0	0	0	0	0	0	0	0	2369	2370	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1771	1	1	0	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-项链魂装
1772	1	1	0	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-戒指魂装
1773	1	1	0	0	0	0	0	0	0	0	0	0	2371	2372	2373	2374	0	0	0	0	0	0	0	0	0	0	祝福-零散-武器魂装
1774	1	1	0	0	0	0	0	0	0	0	0	0	2372	2373	2374	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-衣服魂装
1775	1	1	0	0	0	0	0	0	0	0	0	0	2372	2373	2374	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-裤子魂装
1776	1	1	0	0	0	0	0	0	0	0	0	0	2372	2373	2374	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1777	1	1	0	0	0	0	0	0	0	0	0	0	2373	2374	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-头盔魂装
1778	1	1	0	0	0	0	0	0	0	0	0	0	2373	2374	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-护肩魂装
1779	1	1	0	0	0	0	0	0	0	0	0	0	2373	2374	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-手套魂装
1780	1	1	0	0	0	0	0	0	0	0	0	0	2373	2374	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1781	1	1	0	0	0	0	0	0	0	0	0	0	2374	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-项链魂装
1782	1	1	0	0	0	0	0	0	0	0	0	0	2374	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-戒指魂装
1783	1	1	0	0	0	0	0	0	0	0	0	0	2375	2376	2377	2378	0	0	0	0	0	0	0	0	0	0	祝福-零散-武器魂装
1784	1	1	0	0	0	0	0	0	0	0	0	0	2376	2377	2378	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-衣服魂装
1785	1	1	0	0	0	0	0	0	0	0	0	0	2376	2377	2378	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-裤子魂装
1786	1	1	0	0	0	0	0	0	0	0	0	0	2376	2377	2378	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1787	1	1	0	0	0	0	0	0	0	0	0	0	2377	2378	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-头盔魂装
1788	1	1	0	0	0	0	0	0	0	0	0	0	2377	2378	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-护肩魂装
1789	1	1	0	0	0	0	0	0	0	0	0	0	2377	2378	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-手套魂装
1790	1	1	0	0	0	0	0	0	0	0	0	0	2377	2378	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1791	1	1	0	0	0	0	0	0	0	0	0	0	2378	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-项链魂装
1792	1	1	0	0	0	0	0	0	0	0	0	0	2378	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-戒指魂装
1793	1	1	0	0	0	0	0	0	0	0	0	0	2379	2380	2381	2382	0	0	0	0	0	0	0	0	0	0	祝福-零散-武器魂装
1794	1	1	0	0	0	0	0	0	0	0	0	0	2380	2381	2382	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-衣服魂装
1795	1	1	0	0	0	0	0	0	0	0	0	0	2380	2381	2382	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-裤子魂装
1796	1	1	0	0	0	0	0	0	0	0	0	0	2380	2381	2382	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1797	1	1	0	0	0	0	0	0	0	0	0	0	2381	2382	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-头盔魂装
1798	1	1	0	0	0	0	0	0	0	0	0	0	2381	2382	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-护肩魂装
1799	1	1	0	0	0	0	0	0	0	0	0	0	2381	2382	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-手套魂装
1800	1	1	0	0	0	0	0	0	0	0	0	0	2381	2382	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1801	1	1	0	0	0	0	0	0	0	0	0	0	2382	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-项链魂装
1802	1	1	0	0	0	0	0	0	0	0	0	0	2382	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-戒指魂装
1803	1	1	0	0	0	0	0	0	0	0	0	0	2383	2384	2385	2386	0	0	0	0	0	0	0	0	0	0	祝福-零散-武器魂装
1804	1	1	0	0	0	0	0	0	0	0	0	0	2384	2385	2386	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-衣服魂装
1805	1	1	0	0	0	0	0	0	0	0	0	0	2384	2385	2386	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-裤子魂装
1806	1	1	0	0	0	0	0	0	0	0	0	0	2384	2385	2386	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1807	1	1	0	0	0	0	0	0	0	0	0	0	2385	2386	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-头盔魂装
1808	1	1	0	0	0	0	0	0	0	0	0	0	2385	2386	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-护肩魂装
1809	1	1	0	0	0	0	0	0	0	0	0	0	2385	2386	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-手套魂装
1810	1	1	0	0	0	0	0	0	0	0	0	0	2385	2386	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1811	1	1	0	0	0	0	0	0	0	0	0	0	2386	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-项链魂装
1812	1	1	0	0	0	0	0	0	0	0	0	0	2386	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-戒指魂装
1813	1	1	0	0	0	0	0	0	0	0	0	0	2387	2388	2389	2390	0	0	0	0	0	0	0	0	0	0	祝福-零散-武器魂装
1814	1	1	0	0	0	0	0	0	0	0	0	0	2388	2389	2390	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-衣服魂装
1815	1	1	0	0	0	0	0	0	0	0	0	0	2388	2389	2390	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-裤子魂装
1816	1	1	0	0	0	0	0	0	0	0	0	0	2388	2389	2390	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1817	1	1	0	0	0	0	0	0	0	0	0	0	2389	2390	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-头盔魂装
1818	1	1	0	0	0	0	0	0	0	0	0	0	2389	2390	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-护肩魂装
1819	1	1	0	0	0	0	0	0	0	0	0	0	2389	2390	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-手套魂装
1820	1	1	0	0	0	0	0	0	0	0	0	0	2389	2390	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-腰带魂装
1821	1	1	0	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-项链魂装
1822	1	1	0	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-戒指魂装
1823	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-白雕
1824	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-仙鹤
1825	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-白帝
1826	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-雷二阶犀牛
1827	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-宝葫芦
1828	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-烈焰龙兽
1829	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-炽羽凤凰
1830	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-坐骑爆竹
1831	1	1	0	0	0	0	0	0	0	0	0	0	2425	2426	2427	0	0	0	0	0	0	0	0	0	0	0	祝福-零散-独角兽
1832	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5183201	0	等级达到满级60级
1833	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5183301	0	等级达到满级1转80级
1834	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5183401	0	等级达到满级2转100级
1835	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5183501	0	等级达到满级3转120级
1836	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5183601	0	等级达到满级4转140级
1837	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5183701	0	等级达到满级5转160级
1838	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶武完美
1839	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶衣完美
1840	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶裤完美
1841	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶腰完美
1842	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶头完美
1843	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶肩完美
1844	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶手完美
1845	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶鞋完美
1846	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶链完美
1847	1	1	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶戒完美
1848	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶武完美
1849	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶衣完美
1850	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶裤完美
1851	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶腰完美
1852	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶手完美
1853	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶鞋完美
1854	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶链完美
1855	1	1	0	0	0	0	0	0	0	0	0	0	738	703	0	0	0	0	0	0	0	0	0	0	0	0	一阶戒完美
1856	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	无用占位
1857	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	无用占位
1858	1	1	0	0	0	0	0	0	0	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0	0	0	精炼二阶手套2次
1859	1	1	0	0	0	0	0	0	0	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0	0	0	精炼二阶鞋子2次
1860	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红武完美
1861	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红衣完美
1862	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红裤完美
1863	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红腰完美
1864	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红头完美
1865	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红肩完美
